Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","Adam Ottavino","NYY",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,1247
"Total","Oliver Perez","CLE",8.2,37,4.15384616,1.03846154,4,0,0.10810811,0.02702703,0.08108108,0.21212121,0.92307692,0.23333333,0.9,3.2985212372347013,5.682689241021789,1514
"Total","Sean Doolittle","2 Tms",14.1,58,15.06976745,3.13953488,4.8,1.25581395,0.4137931,0.0862069,0.3275862,0.21153846,1.11627907,0.33333333,0.83333333,2.664232359076044,2.9970530317639525,1581
"Total","Matt Moore","PHI",6,26,7.5,4.5,1.66666667,1.5,0.19230769,0.11538462,0.07692307,0.27272727,1.5,0.29411765,0.78947368,5.137579154968263,5.007357507447402,1890
"Total","Clayton Kershaw","LAD",36.2,133,8.83636364,1.71818182,5.14285714,0.73636364,0.27067669,0.05263158,0.21804511,0.152,0.70909091,0.18390805,0.73394495,2.8318426798540113,3.4615458910869905,2036
"Total","David Peralta","ARI",0.1,3,27.00000027,0,1,27.00000027,0.33333333,0,0.33333333,0.5,3.00000003,0,-1.66666667,45.137579574968264,11.374152143708923,2136
"Total","Hector Rondon","ARI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,2391
"Total","Ross Detwiler","2 Tms",17.1,72,8.3076923,2.59615385,3.2,0,0.22222222,0.06944444,0.15277778,0.20634921,1.03846154,0.27083333,0.85714286,2.702961013571777,3.5402178979538146,2859
"Total","Luis Avilan","2 Tms",6.2,25,10.79999999,1.35,8,0,0.32,0.04,0.28,0.2173913,0.9,0.3125,0.5,1.2279596328533453,2.068271396843792,2882
"Total","Tony Watson","2 Tms",13.1,55,8.775,2.7,3.25,1.35,0.23636364,0.07272727,0.16363637,0.20408163,1.05,0.22857143,0.6557377,4.288153457634535,3.4677067802047032,3132
"Total","David Price","LAD",6,29,9,0,6,3,0.20689655,0,0.20689655,0.37931034,1.83333333,0.42857143,0.97560976,5.470912484968262,2.3012620230515806,3184
"Total","T.J. McFarland","OAK",9,41,7,3,2.33333333,3,0.17073171,0.07317073,0.09756098,0.28947368,1.55555556,0.28571429,0.91836735,6.969197572175293,3.70712927016947,3237
"Total","Zack Britton","NYY",4,16,11.25,6.75,1.66666667,0,0.3125,0.1875,0.125,0.07692308,1,0.125,0.75,2.941419792175293,3.423489057272673,3240
"Total","Joe Smith","HOU",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,3281
"Total","Anibal Sanchez","WSN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,3284
"Total","Anthony Rizzo","CHC",0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.8624209050317377,-2.8624209050317386,3473
"Total","Danny Duffy","KCR",17,68,11.11764706,1.58823529,7,1.58823529,0.30882353,0.04411765,0.26470588,0.2,0.94117647,0.24390244,1,3.516912804176838,3.2489263917195648,3542
"Total","Hector Santiago","SEA",2.1,9,15.42857145,0,4,3.85714286,0.44444444,0,0.44444444,0.25,0.85714286,0.25,-1.66666667,5.280436304968262,1.9532532560084812,4026
"Total","Derek Holland","2 Tms",14.2,57,7.36363636,3.06818182,2.4,0,0.21052632,0.0877193,0.12280702,0.17307692,0.95454545,0.225,0.14285714,2.5569813677923405,3.1894277131575097,4141
"Total","Jake Arrieta","CHC",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,4153
"Total","Rafael Dolis","TOR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,4185
"Total","Justin Wilson","2 Tms",12.1,48,6.56756757,2.18918919,3,1.45945946,0.1875,0.0625,0.125,0.16666667,0.81081081,0.15625,0.76086957,5.038822833887212,5.187009804127674,4301
"Total","Tyler Chatwood","TOR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,4338
"Total","Matt Shoemaker","MIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,4776
"Total","Rich Hill","2 Tms",17.2,73,8.66037736,7.13207547,1.21428571,0,0.23287671,0.19178082,0.04109589,0.12068966,1.18867925,0.17073171,0.90909091,3.774442720087028,5.318558629383597,4806
"Total","Mike Montgomery","KCR",1,3,18,0,2,0,0.66666667,0,0.66666667,0,0,0,1,-0.8085802078247069,-0.8085802078247069,4869
"Total","Scott Kazmir","SFG",1.2,9,10.79999998,5.39999999,2,10.79999998,0.22222222,0.11111111,0.11111111,0.375,2.4,0.25,1,18.137579124968262,5.679522893709333,4897
"Total","Jon Lester","2 Tms",18.1,69,7.36363636,1.96363636,3.75,0.49090909,0.2173913,0.05797101,0.15942029,0.23809524,1.03636364,0.28571429,0.73863636,2.8893249018752094,3.58295814673,4930
"Total","Cole Hamels","ATL",0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,4972
"Total","Jake Diekman","OAK",16.1,76,12.12244898,6.6122449,1.83333333,0.55102041,0.28947368,0.15789474,0.13157894,0.234375,1.65306122,0.34146341,0.9375,3.4678749522796504,4.021516268276764,5003
"Total","Wade LeBlanc","BAL",7.2,37,4.69565217,7.04347826,0.66666667,0,0.10810811,0.16216216,-0.05405405,0.22222222,1.56521739,0.24,0.71428571,5.259649134001059,7.9309582594835355,5221
"Total","Jose Alvarez","2 Tms",9.2,47,8.37931034,3.72413793,2.25,0,0.19148936,0.08510638,0.10638298,0.34883721,1.96551724,0.44117647,0.68421053,2.5280289471451862,4.010411693420005,5358
"Total","Madison Bumgarner","ARI",20.2,89,11.32258064,3.0483871,3.71428571,1.74193548,0.29213483,0.07865169,0.21348314,0.2278481,1.20967742,0.28,0.51401869,4.474424673072787,3.913706046226352,5524
"Total","Nik Turley","PIT",6,31,12,10.5,1.14285714,1.5,0.25806452,0.22580645,0.03225807,0.22727273,2,0.28571429,0.77586207,6.691419792175294,7.095789206027986,5530
"Total","Junior Guerra","LAA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,5702
"Total","Trevor Cahill","SFG",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,6249
"Total","David Phelps","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,6316
"Total","Trevor May","NYM",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,6398
"Total","Jose Cisnero","DET",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,6399
"Total","Steve Cishek","2 Tms",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,6483
"Total","Brad Brach","NYM",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,6627
"Total","Carlos Carrasco","CLE",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,6632
"Total","Craig Kimbrel","CHC",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,6655
"Total","Andrew Miller","STL",10.2,43,12.65625001,3.375,3.75,0,0.34883721,0.09302326,0.25581395,0.16216216,0.9375,0.27272727,1,2.0394994735717775,3.7615938626236316,6785
"Total","Julio Teheran","LAA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,6797
"Total","Sam Freeman","WSN",3.1,16,13.50000001,13.50000001,1,0,0.3125,0.3125,0,0.09090909,1.8,0.16666667,1,4.691419792175293,6.426869149761309,6832
"Total","Chase Anderson","2 Tms",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,6895
"Total","Martin Perez","BOS",23,94,7.04347826,2.73913043,2.57142857,0.7826087,0.19148936,0.07446809,0.11702127,0.2195122,1.08695652,0.25806452,0.66176471,4.292983505854688,4.548068127389432,6902
"Total","Joakim Soria","OAK",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,6941
"Total","Luis Garcia","TEX",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,6984
"Total","Pat Venditte","MIA",2.1,8,3.85714286,0,1,0,0.125,0,0.125,0.14285714,0.42857143,0.16666667,1,3.619991222175293,6.099204588258653,7108
"Total","Daniel Hudson","WSN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,7146
"Total","Craig Stammen","SDP",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,7274
"Total","J.A. Happ","2 Tms",22.1,84,6.44776119,2.01492537,3.2,0.80597015,0.19047619,0.05952381,0.13095238,0.18181818,0.85074627,0.2,0.75581395,3.709447023769896,3.672209023522498,7410
"Total","Gio Gonzalez","CHW",9.1,46,9.64285715,6.75,1.42857143,0.96428571,0.2173913,0.15217391,0.06521739,0.27777778,1.82142857,0.34615385,0.85227273,5.3342769321752925,6.007430929312639,7448
"Total","Jake McGee","2 Tms",13.2,56,9.87804879,1.31707317,7.5,0.65853659,0.26785714,0.03571429,0.23214285,0.20754717,0.95121951,0.27027027,0.87301587,2.573224285338855,3.0937997290656005,7550
"Total","Jordan Lyles","TEX",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,7593
"Total","Tommy Milone","3 Tms",13.2,61,11.19512195,3.29268293,3.4,2.63414634,0.27868852,0.08196721,0.19672131,0.25454545,1.3902439,0.28571429,0.67164179,5.59160889315892,3.876388186108846,7608
"Total","Richard Bleier","2 Tms",21.2,78,7.47692308,0.41538462,18,0.41538462,0.23076923,0.01282051,0.21794872,0.19736842,0.73846154,0.24137931,0.82191781,2.2426650298153987,2.062347812267615,7803
"Total","Anthony Bass","MIA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,7982
"Total","Will Smith","ATL",12.1,47,10.94594594,2.91891892,3.75,1.45945946,0.31914894,0.08510638,0.23404256,0.19047619,0.97297297,0.23076923,0.65217391,3.8109653950375373,4.071045783074826,8048
"Total","Brett Anderson","MIL",15,68,6,2.4,2.5,1.8,0.14705882,0.05882353,0.08823529,0.26229508,1.33333333,0.27083333,0.90425532,5.835353748699845,4.343585912729678,8223
"Total","Lucas Luetge","NYY",10.2,40,7.59375,0,9,1.6875,0.225,0,0.225,0.225,0.84375,0.24137931,0.96774194,3.887579154968262,2.922865284953309,8337
"Total","Deolis Guerra","OAK",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,8410
"Total","Wade Miley","CIN",14.1,55,7.53488372,1.88372093,4,0,0.21818182,0.05454545,0.16363637,0.15686275,0.76744186,0.20512821,0.83333333,2.3178993647609656,3.439426634558065,8779
"Total","Brad Hand","2 Tms",6,25,12,4.5,2.66666667,1.5,0.32,0.12,0.2,0.23809524,1.33333333,0.33333333,0.92105263,4.661508327090187,3.6889833215509285,9111
"Total","Patrick Corbin","WSN",27.2,112,9.10843374,2.27710843,4,0.65060241,0.25,0.0625,0.1875,0.24038462,1.15662651,0.30666667,0.75342466,2.842117344264428,3.12387239831497,9323
"Total","Dallas Keuchel","CHW",23,100,6.65217391,2.73913043,2.42857143,0.39130435,0.17,0.07,0.1,0.25,1.30434783,0.2972973,0.84459459,3.2945441040189962,3.9153867623434264,9434
"Total","Ryan Buchter","2 Tms",4,22,9,11.25,0.8,6.75,0.18181818,0.22727273,-0.04545455,0.29411765,2.5,0.2,0.86206897,14.67347291315115,8.688650654797916,9456
"Total","Brian Moran","2 Tms",2,13,13.5,18,0.75,0,0.23076923,0.30769231,-0.07692308,0.33333333,3.5,0.5,0.85714286,6.191419792175293,6.191419792175293,9646
"Total","David Hale","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,9756
"Total","Rex Brothers","CHC",11.1,49,15.0882353,7.94117647,1.9,0.79411765,0.3877551,0.20408163,0.18367347,0.10810811,1.23529412,0.17647059,1,4.117668683889945,3.8947109569995297,9794
"Total","Sergio Romo","OAK",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,9817
"Total","Chaz Roe","TBR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,9866
"Total","Chris Rusin","ATL",2,10,9,9,1,0,0.2,0.2,0,0.375,2.5,0.5,0.8,4.191419792175293,8.04797391295433,9895
"Total","Brandon Kintzler","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,9939
"Total","Mike Minor","3 Tms",25.2,107,9.11688312,2.80519481,3.25,0.7012987,0.24299065,0.07476636,0.16822429,0.23232323,1.20779221,0.29577465,0.85106383,3.091821611482915,4.043199762078727,10021
"Total","Tyler Matzek","ATL",20,76,13.05,2.25,5.8,0.45,0.38157895,0.06578947,0.31578948,0.16901408,0.85,0.26829268,0.70512821,1.6680888493766064,2.487609394382405,10058
"Total","Brooks Raley","2 Tms",17.2,74,13.24528302,3.05660377,4.33333333,0.50943396,0.35135135,0.08108108,0.27027027,0.18181818,1.01886792,0.28205128,0.86021505,2.3169666652057948,2.937971486124851,10061
"Total","Caleb Thielbar","MIN",12.2,54,9.94736843,3.55263158,2.8,1.42105263,0.25925926,0.09259259,0.16666667,0.25,1.34210526,0.3030303,0.98591549,4.1908152635717775,4.553000284364198,10078
"Total","Kyle Gibson","TEX",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,10123
"Total","Stephen Strasburg","WSN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,10131
"Total","Aroldis Chapman","NYY",9,32,17,4,4.25,0,0.53125,0.125,0.40625,0.03571429,0.55555556,0.09090909,1,0.7170638870602759,1.1252640340063307,10233
"Total","Aaron Loup","2 Tms",17.1,62,6.75,0.51923077,13,0,0.20967742,0.01612903,0.19354839,0.2037037,0.69230769,0.24444444,0.66666667,2.360948751055215,2.774305482138869,10343
"Total","Robbie Erlin","2 Tms",6.1,36,8.52631579,4.2631579,2,5.68421053,0.16666667,0.08333333,0.08333334,0.42424242,2.68421053,0.43478261,0.78947368,10.928261902175294,5.76238357309083,10354
"Total","Mychal Givens","BAL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,10430
"Total","Scott Alexander","LAD",13,48,6.23076923,2.76923077,2.25,1.38461538,0.1875,0.08333333,0.10416667,0.09302326,0.61538462,0.0625,0.80645161,4.931659449833046,3.8856150546899215,10591
"Total","Adam Kolarek","2 Tms",16,62,5.625,1.125,5,0.5625,0.16129032,0.03225806,0.12903226,0.12068966,0.5625,0.125,0.69767442,3.301837952942939,3.2124418505890087,10843
"Total","Chasen Shreve","2 Tms",14.1,52,10.67441861,6.27906977,1.7,1.25581395,0.32692308,0.19230769,0.13461539,0.07142857,0.90697674,0.04347826,0.98039216,4.7137824337646625,3.82879545794804,10855
"Total","Grant Dayton","ATL",14,57,9,4.5,2,0.64285714,0.24561404,0.12280702,0.12280702,0.16666667,1.07142857,0.2,0.80882353,3.604608182973284,5.4901297328727585,11203
"Total","Tyler Lyons","NYY",0.1,4,0,27.00000027,0,0,0,0.25,-0.25,0.66666667,9.00000009,0.66666667,0.33333333,12.191419882175293,12.191419882175296,11334
"Total","Jose Quintana","2 Tms",11.2,50,18.51428572,5.4,3.42857143,1.54285714,0.48,0.14,0.34,0.18604651,1.28571429,0.35294118,0.90163934,3.062632992400438,1.7630888241184857,11423
"Total","Drew Pomeranz","SDP",11.1,41,14.29411765,3.97058824,3.6,0,0.43902439,0.12195122,0.31707317,0.08571429,0.70588235,0.16666667,0.875,1.305224100949405,2.9098935797859076,11426
"Total","Brandon Workman","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,11428
"Total","Jesse Biddle","2 Tms",4.2,20,9.64285716,3.85714286,2.5,0,0.25,0.1,0.15,0.17647059,1.07142857,0.25,0.66666667,2.9271392047358007,3.301180122562232,11437
"Total","Matt Grace","ARI",0.1,3,0,27.00000027,0,27.00000027,0,0.33333333,-0.33333333,0.5,6.00000006,0,1,51.19142027217529,23.76108236020903,11449
"Total","Robbie Ray","2 Tms",28.2,117,11.93023256,2.51162791,4.75,1.56976744,0.32478632,0.06837607,0.25641025,0.20183486,1.04651163,0.25757576,0.86956522,3.6198660053352505,3.056700923528664,11486
"Total","Joely Rodriguez","TEX",9.1,38,15.42857143,1.92857143,8,0,0.42105263,0.05263158,0.36842105,0.19444444,0.96428571,0.35,0.77777778,0.3749394237795163,0.7881416544442303,11487
"Total","Josh Osich","2 Tms",9,35,11,1,11,2,0.31428571,0.02857143,0.28571428,0.21212121,0.88888889,0.25,0.48387097,4.3025309021752935,2.9134130613671414,11528
"Total","Mike Kickham","2 Tms",5,22,7.2,5.4,1.33333333,1.8,0.18181818,0.13636364,0.04545454,0.26315789,1.6,0.28571429,1,5.987830416397385,5.701762888864808,11618
"Total","Carlos Martinez","STL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,11682
"Total","Matt Harvey","BAL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,11713
"Total","Kyle Ryan","CHC",8.1,38,3.24,6.48,0.5,3.24,0.07894737,0.15789474,-0.07894737,0.28125,1.8,0.23076923,1,9.302805290240258,6.914807433208736,11753
"Total","Drew Smyly","2 Tms",22.2,92,11.51470588,1.98529412,5.8,1.98529412,0.31521739,0.05434783,0.26086956,0.2183908,1.05882353,0.26415094,0.41176471,4.1335041654228215,2.9314097590250325,11760
"Total","Hansel Robles","2 Tms",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,11801
"Total","James Paxton","2 Tms",5.1,23,8.43750001,0,5,1.6875,0.2173913,0,0.2173913,0.27272727,1.125,0.3125,0.35714286,4.313054752381401,4.044866445855116,11828
"Total","Taijuan Walker","TOR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,11836
"Total","Michael Feliz","CIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,11903
"Total","Ryan Sherriff","TBR",4,15,2.25,0,1,0,0.06666667,0,0.06666667,0.2,0.75,0.21428571,1,2.686933072452908,4.615210132842426,12249
"Total","Blake Treinen","LAD",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,12572
"Total","Nick Ramirez","2 Tms",6.1,25,8.52631578,2.84210526,3,1.42105263,0.24,0.08,0.16,0.18181818,0.94736842,0.2,1,4.730695113720377,4.113820431205664,12575
"Total","Adam Morgan","PHI",8,34,12.375,4.5,2.75,2.25,0.32352941,0.11764706,0.20588235,0.2,1.25,0.23529412,1,5.191419792175293,3.869696852564812,12580
"Total","Adrian Houser","MIL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1510393142700197,3.1510393142700197,12718
"Total","Sean Gilmartin","TBR",2.1,10,15.42857145,3.85714286,4,0,0.4,0.1,0.3,0.22222222,1.28571429,0.4,0.66666667,1.048562642175293,3.527776013156612,12781
"Total","Matt Wisler","SFG",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,12804
"Total","Tyler Anderson","2 Tms",32.1,137,6.40206186,2.22680412,2.875,0.83505155,0.16788321,0.05839416,0.10948905,0.25806452,1.2371134,0.29,0.6443299,3.9705658869735796,4.982849484836042,12880
"Total","Alex Claudio","2 Tms",21.1,86,10.125,1.6875,6,1.6875,0.27906977,0.04651163,0.23255814,0.2345679,1.078125,0.28301887,0.97826087,4.050918173793527,2.810317710270262,12890
"Total","Ken Giles","TOR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,12910
"Total","Dylan Bundy","LAA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,12917
"Total","Archie Bradley","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,12918
"Total","Joe Musgrove","PIT",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,12970
"Total","Joe Ross","WSN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,12972
"Total","Andrew Chafin","2 Tms",16.2,72,8.64,3.24,2.66666667,0.54,0.22222222,0.08333333,0.13888889,0.21875,1.2,0.27659574,0.82524272,3.4548081588706356,4.091142942382015,12988
"Total","Anthony DeSclafani","SFG",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13050
"Total","Reymin Guduan","OAK",7,23,1.28571429,1.28571429,1,0,0.04347826,0.04347826,0,0.11764706,0.42857143,0.0952381,-1,3.2804362949682617,5.025960599950382,13058
"Total","Eduardo Rodriguez","BOS",10.2,47,10.96875,0.84375,13,1.6875,0.27659574,0.0212766,0.25531914,0.28888889,1.3125,0.36666667,0.57377049,3.700079154968262,3.0626510915580596,13164
"Total","Kyle Crick","PIT",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,13182
"Total","Zach Davies","CHC",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13183
"Total","Michael Fulmer","DET",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,13218
"Total","Danny Coulombe","MIN",0.2,3,13.49999993,0,1,0,0.33333333,0,0.33333333,0.33333333,1.49999999,0.5,1,0.19141980217529264,3.083835383297493,13293
"Total","James Pazos","COL",2.2,11,3.375,6.74999999,0.5,6.74999999,0.09090909,0.18181818,-0.09090909,0.33333333,1.875,0.16666667,0.90909091,14.441419782175291,7.583835377269051,13323
"Total","Luis Cessa","NYY",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,13345
"Total","Hoby Milner","2 Tms",10.2,47,9.28125,2.53125,3.66666667,3.375,0.23404255,0.06382979,0.17021276,0.25581395,1.3125,0.25,0.74468085,7.123872232438711,4.9433787769751065,13346
"Total","Cam Bedrosian","2 Tms",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,13360
"Total","Steven Matz","2 Tms",23,94,12.52173913,2.34782609,5.33333333,0.7826087,0.34042553,0.06382979,0.27659574,0.25581395,1.2173913,0.37735849,0.6870229,2.4148350058573587,2.1509992774413984,13361
"Total","Sam Selman","SFG",12.2,53,12.78947368,4.26315789,3,2.13157895,0.33962264,0.11320755,0.22641509,0.15555556,1.02631579,0.16,1,5.070571184552664,4.906421163840102,13397
"Total","Pierce Johnson","SDP",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13435
"Total","Taylor Rogers","MIN",10.1,43,17.41935484,1.74193548,10,1.74193548,0.46511628,0.04651163,0.41860465,0.2195122,1.06451613,0.36842105,0.73170732,2.379016757710829,0.7251820103685067,13449
"Total","Lucas Sims","CIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13470
"Total","Daniel Norris","DET",16.1,66,13.22448979,2.20408163,6,1.10204082,0.36363636,0.06060606,0.3030303,0.21311475,1.04081633,0.31428571,0.98684211,2.7342798608008065,2.030960639739952,13475
"Total","Andrew Triggs","SFG",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,13533
"Total","Blake Snell","2 Tms",29,104,14.27586207,1.86206897,7.66666667,1.24137931,0.44230769,0.05769231,0.38461538,0.16326531,0.75862069,0.25,0.79268293,2.4043316388306377,1.9382467401158079,13543
"Total","Shawn Morimando","MIA",0.1,3,0,27.00000027,0,27.00000027,0,0.33333333,-0.33333333,0.5,6.00000006,0,0,51.13757963496826,17.374152203708924,13606
"Total","Josh D. Smith","MIA",1,6,18,0,2,0,0.33333333,0,0.33333333,0.25,1,0.5,0.66666667,5.191419792175293,5.191419792175293,13629
"Total","John Gant","STL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13684
"Total","Max Fried","ATL",19,80,7.10526316,3.78947368,1.875,0,0.1875,0.1,0.0875,0.23880597,1.26315789,0.29090909,0.65384615,3.171583767941124,5.042149430983946,13743
"Total","Tyler Duffey","MIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13758
"Total","Chris Stratton","PIT",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,13761
"Total","JT Chargois","SEA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13767
"Total","Zach Eflin","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13774
"Total","Alex Wood","2 Tms",14.1,66,6.27906976,2.51162791,2.5,1.25581395,0.15151515,0.06060606,0.09090909,0.31666667,1.60465116,0.34693878,0.99056604,4.620224944760966,4.331391600271236,13781
"Total","Matt Strahm","SDP",13.1,45,6.75,0.675,10,1.35,0.22222222,0.02222222,0.2,0.11627907,0.45,0.09677419,0.95238095,4.0914197921752935,4.021489926262591,13799
"Total","Austin Adams","SDP",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13801
"Total","Alec Mills","CHC",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,13834
"Total","Paul Sewald","SEA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,13892
"Total","Brent Suter","MIL",19,81,8.52631579,2.36842105,3.6,1.89473684,0.22222222,0.0617284,0.16049382,0.22666667,1.15789474,0.24528302,0.68965517,4.955390012445646,4.132890443425429,13942
"Total","Josh Hader","MIL",10,39,16.2,4.5,3.6,0.9,0.46153846,0.12820513,0.33333333,0.11764706,0.9,0.2,0.65789474,2.35732072196212,2.334013560928967,14212
"Total","Luke Bard","LAA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14288
"Total","Wandy Peralta","2 Tms",17,75,8.47058824,5.29411765,1.6,0.52941176,0.21333333,0.13333333,0.08,0.23809524,1.47058824,0.29787234,0.89430894,3.9991137206438134,4.325687814810697,14295
"Total","Joel Payamps","TOR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,14332
"Total","Amir Garrett","CIN",15,61,15,6.6,2.27272727,1.8,0.40983607,0.18032787,0.2295082,0.14,1.2,0.18181818,0.86956522,4.6305679142575125,3.12661656106971,14375
"Total","Robinson Leyer","BOS",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14399
"Total","Hyun Jin Ryu","TOR",28.1,109,8.89411765,1.27058824,7,0.31764706,0.25688073,0.03669725,0.22018348,0.2038835,0.88235294,0.26666667,0.73170732,2.1740472161602766,3.468907027599102,14444
"Total","Randy Rosario","KCR",1.1,8,6.75000002,13.50000003,0.5,0,0.125,0.25,-0.125,0.4,3.00000001,0.4,0.75,6.191419802175293,9.08383539749061,14508
"Total","Jorge Lopez","BAL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14527
"Total","James Hoyt","MIA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14605
"Total","Anthony Banda","TBR",2.2,12,10.12499999,10.12499999,1,0,0.25,0.25,0,0.22222222,1.875,0.33333333,0.6,4.316419792175293,5.039523687511233,14706
"Total","Ty Buttrey","LAA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,14719
"Total","Julio Urias","LAD",36.2,136,9.81818182,1.22727273,8,1.22727273,0.29411765,0.03676471,0.25735294,0.15625,0.68181818,0.17647059,0.73684211,3.240933589854011,3.9680867180876827,14765
