Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
"Total","Evan White","SEA",208,0.06730769,0.36538462,0.18421053,0.1875,0.24519231,0.35416667,0.59935898,0.16666667,0.25688073,15.875753303684718,-9.608705127916807,0.2598207335059459,66.0886471785263,20078
"Total","Jo Adell","LAA",88,0.05681818,0.38636364,0.14705882,0.15662651,0.20454545,0.22891566,0.43346111,0.07228915,0.25,1.7583559091181789,-9.28814548896837,0.19466151838952844,16.83312773391858,20220
"Total","William Contreras","ATL",63,0.12698413,0.3015873,0.42105263,0.26415094,0.36507937,0.50943396,0.87451333,0.24528302,0.34375,10.693833215107167,3.276970555950845,0.3746113994764903,136.67579790642702,20503
"Total","Nick Madrigal","CHW",210,0.04761905,0.07142857,0.66666667,0.31443299,0.36190476,0.37113402,0.73303878,0.05670103,0.33888889,27.508804517905403,2.246847237567594,0.32601243285905745,109.65988597829599,20521
"Total","Nico Hoerner","CHC",146,0.09589041,0.19863014,0.48275862,0.26771654,0.34482759,0.33858268,0.68341027,0.07086614,0.34,16.30584135666267,-1.494140349181737,0.3047054095400704,90.97548087163344,21479
"Total","Jonathan India","CIN",115,0.09565217,0.20869565,0.45833333,0.24210526,0.34782609,0.4,0.74782609,0.15789474,0.28169014,15.33444063109866,1.9262032706808154,0.33033766228219735,107.16021302592642,21523
"Total","Joey Bart","SFG",83,0.03614458,0.34939759,0.10344828,0.25,0.31325301,0.32894737,0.64220038,0.07894737,0.40425532,8.141133530014661,-2.2777257431806053,0.2872353964541332,79.96304646474027,21524
"Total","Alec Bohm","PHI",278,0.06115108,0.25179856,0.24285714,0.26953125,0.31654676,0.3671875,0.68373426,0.09765625,0.35135135,30.91316895928731,-2.7238902002895786,0.30038673543243954,88.00215171853212,21618
"Total","Alejandro Kirk","TOR",46,0.10869565,0.10869565,1,0.325,0.41304348,0.625,1.03804348,0.3,0.3125,10.317955403984147,4.793829440534668,0.43922949744307477,182.7243690022032,22581
"Total","Jose Garcia","CIN",48,0.02083333,0.47916667,0.04347826,0.14893617,0.16666667,0.14893617,0.31560284,0,0.29166667,-1.1225261455742919,-7.147890544530591,0.14326024800539017,-20.63591328778334,23378
"Total","Ryan Jeffers","MIN",69,0.07246377,0.37681159,0.19230769,0.203125,0.26086957,0.359375,0.62024457,0.15625,0.28571429,5.94652884947179,-2.4379457185971902,0.26992995324342145,69.11514081360883,24618
"Total","Andrew Vaughn","CHW",100,0.07,0.25,0.28,0.20454545,0.28,0.28409091,0.56409091,0.07954546,0.265625,7.398983613582693,-4.260353221563256,0.25606485903263093,63.76296846156108,26197
"Total","Ha-Seong Kim","SDP",97,0.04123711,0.24742268,0.16666667,0.17045455,0.22680412,0.29545455,0.52225867,0.125,0.203125,5.193736193426019,-6.115820536665553,0.23047911444890132,46.972860960561476,27506
