Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
"Total","John Schreiber","DET",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,20020
"Total","Phillip Diehl","COL",3,12,0,0,0,0,0,0,0,0.33333333,1.33333333,0.33333333,0.5,3.1914197921752936,5.119696852564813,20030
"Total","Adrian Morejon","SDP",14.2,62,11.65909091,3.06818182,3.8,3.68181818,0.30645161,0.08064516,0.22580645,0.26315789,1.36363636,0.28125,1,6.926735982031258,3.280327584980677,20039
"Total","Bailey Falter","PHI",1.1,6,0,0,0,6.75000002,0,0,0,0.5,2.25000001,0.4,0.625,12.88757917496826,5.7558656147014435,20070
"Total","Ben Braymer","WSN",5,22,10.8,5.4,2,0,0.27272727,0.13636364,0.13636363,0.21052632,1.4,0.30769231,0.85714286,2.591419792175293,4.9053522646427155,20175
"Total","Ben Bowden","COL",6.1,33,2.84210526,5.68421053,0.5,1.42105263,0.06060606,0.12121212,-0.06060606,0.32142857,2.05263158,0.30769231,0.68965517,6.453368634968262,7.432437155656305,20198
"Total","Zac Lowther","BAL",2.2,15,13.49999998,3.375,4,3.375,0.26666667,0.06666667,0.2,0.42857143,2.625,0.55555556,0.35714286,6.137579154968262,3.2262939947479676,20243
"Total","David Peterson","NYM",74.2,313,7.71428571,4.33928571,1.77777778,1.56696429,0.20447284,0.11501597,0.08945687,0.21611722,1.27232143,0.23469388,0.71782178,5.322912713459753,4.829467618600777,20302
"Total","Brusdar Graterol","LAD",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1779596328735353,3.1779596328735353,20367
"Total","Bruce Zimmermann","BAL",44.2,195,6.85074627,2.61940298,2.61538462,2.21641791,0.17435897,0.06666667,0.1076923,0.28409091,1.41044776,0.29323308,0.81395349,5.964501611968599,5.062317246811196,20370
"Total","Tyler Zuber","KCR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,20379
"Total","Anthony Kay","TOR",23,104,9.7826087,6.26086957,1.5625,0.7826087,0.24038462,0.15384615,0.08653847,0.20238095,1.43478261,0.25862069,0.78313253,4.5988919340189955,5.0137070456630655,20387
"Total","Nick Margevicius","SEA",37,165,7.78378378,3.89189189,2,1.21621622,0.19393939,0.0969697,0.09696969,0.27027027,1.51351351,0.31531532,0.72,4.585669034100517,5.119782201846959,20395
"Total","Josh Fleming","TBR",63,251,5.42857143,2.28571429,2.375,0.85714286,0.15139442,0.06374502,0.0876494,0.21982759,1.06349206,0.23684211,0.8557047,3.998505100615273,4.197961685297981,20418
"Total","Enoli Paredes","HOU",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,20447
"Total","Huascar Ynoa","ATL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,20468
"Total","Casey Mize","DET",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,20492
"Total","Kyle Nelson","CLE",4.2,18,7.71428571,3.85714285,2,1.92857143,0.22222222,0.11111111,0.11111111,0.125,0.85714286,0.09090909,0,5.50241353460223,3.8779833165016084,20515
"Total","Yusei Kikuchi","SEA",87,349,9.31034483,3.10344828,3,1.34482759,0.25787966,0.08595989,0.17191977,0.22082019,1.14942529,0.26511628,0.71256039,4.101561635466613,3.620194109511337,20633
"Total","Lucas Gilbreath","COL",4,19,6.75,6.75,1,2.25,0.15789474,0.15789474,0,0.25,1.75,0.25,0.89285714,7.137579154968262,5.196722381561995,21290
"Total","Seth Romero","WSN",1,8,18,9,2,9,0.25,0.125,0.125,0.42857143,4,0.5,0,15.191419792175292,4.119696852564812,21333
"Total","Kris Bubic","KCR",71.1,307,8.07476636,3.91121495,2.06451613,1.13551402,0.20846906,0.1009772,0.10749186,0.25182482,1.40186916,0.29850746,0.78299776,4.404685719399717,4.584998574361012,21455
"Total","Shane McClanahan","TBR",26.1,102,10.93670886,2.73417722,4,1.36708861,0.31372549,0.07843137,0.23529412,0.21276596,1.06329114,0.27586207,0.80357143,3.593275354968262,2.8780207400129214,21483
"Total","Daniel Lynch","KCR",6.2,41,8.1,6.75,1.2,1.35,0.14634146,0.12195122,0.02439024,0.48571429,3.3,0.55172414,0.58252427,5.537579154968261,5.944036961433752,21537
"Total","Braxton Garrett","MIA",9.1,37,6.75,3.85714285,1.75,2.89285714,0.18918919,0.10810811,0.08108108,0.25,1.28571428,0.2173913,0.51282051,7.1403224629650435,3.994756606160343,21844
"Total","Brailyn Marquez","CHC",0.2,6,13.49999993,40.4999998,0.33333333,0,0.16666667,0.5,-0.33333333,0.33333333,5.99999997,0.5,0.5,13.691419742175292,13.691419739675291,21896
"Total","John King","TEX",26.1,116,7.17721519,1.70886076,4.2,1.02531646,0.18103448,0.04310345,0.13793103,0.2962963,1.40506329,0.34117647,0.66091954,3.8354355230883983,3.39728871070401,22051
"Total","Aaron Fletcher","SEA",5.1,32,6.75,8.43750001,0.8,3.375,0.125,0.15625,-0.03125,0.40740741,3,0.42857143,0.53030303,9.34863443372741,6.505881560057679,22052
"Total","Paul Campbell","MIA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,22248
"Total","Tarik Skubal","DET",67.1,298,11.36138614,4.00990099,2.83333333,2.80693069,0.2852349,0.10067114,0.18456376,0.24137931,1.38118812,0.26582278,0.84319527,6.202123950565921,4.8663784991219625,22267
"Total","Trevor Rogers","MIA",73,295,10.7260274,2.5890411,4.14285714,0.98630137,0.29491525,0.07118644,0.22372881,0.22846442,1.12328767,0.30113636,0.73170732,3.1792355791576195,3.372778703712156,22286
"Total","Chris Rodriguez","LAA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,22310
"Total","Luis Patino","SDP",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,22815
"Total","Spencer Howard","PHI",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,23252
"Total","Codi Heuer","CHW",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,23293
"Total","Brett de Geus","TEX",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,23592
"Total","Ryan Weathers","SDP",25.2,103,6.66233766,3.50649351,1.9,1.75324675,0.18446602,0.09708738,0.08737864,0.20430108,1.12987013,0.20289855,0.90909091,5.358358374968262,4.934121493665112,23796
"Total","Randy Dobnak","MIN",0,0,0,0,0,0,0,0,0,0,0,0,1,3.1644994735717775,3.1644994735717775,23798
"Total","Jonathan Stiever","CHW",0,0,0,0,0,0,0,0,0,0,0,0,1,3.137579154968262,3.137579154968262,24584
"Total","Joey Gerber","SEA",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,24591
"Total","Alex Vesia","2 Tms",8,42,12.375,13.5,0.91666667,5.625,0.26190476,0.28571429,-0.02380953,0.20689655,2.25,0.07142857,0.81818182,13.028282674131212,8.244673024964747,25007
"Total","Drew Rasmussen","MIL",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,25385
"Total","Kwang Hyun Kim","STL",61.2,257,5.98378378,1.8972973,3.15384615,1.16756757,0.15953307,0.05058366,0.10894941,0.23651452,1.13513514,0.25388601,0.77302632,4.251713539751666,4.315285292368143,27458
"Total","Shun Yamaguchi","TOR",0,0,0,0,0,0,0,0,0,0,0,0,1,3.191419792175293,3.191419792175293,27460
"Total","Garrett Crochet","CHW",15.2,66,10.34042553,4.02127659,2.57142857,0,0.27272727,0.10606061,0.16666666,0.21052632,1.21276596,0.3,0.9,2.3853682506352176,4.103275204577324,27463
"Total","Hyeon-Jong Yang","TEX",21,88,6.85714286,4.28571429,1.6,1.71428571,0.18181818,0.11363636,0.06818182,0.24675325,1.38095238,0.25862069,0.76923077,5.518531534968262,4.7047451569920495,27513
