Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId,bats,pitch
Total,Shed Long Jr.,SEA,93,0.08602151,0.23655914,0.36363636,0.21176471,0.27956989,0.37647059,0.65604048,0.16470588,0.25,8.979173491385609,-2.6949700315922205,0.2854152084678732,82.08881426686024,16542,L,R
Total,Ozzie Albies,ATL,248,0.07661289999999998,0.18951613,0.40425532,0.24553571,0.31048387,0.46875,0.77923387,0.22321429,0.26627219,33.801912343034225,4.037926612326582,0.3328094006546082,108.1375746367705,16556,L,R
Total,Colin Moran,PIT,237,0.09282699999999999,0.26160338,0.35483871,0.27962085,0.35021097,0.51658768,0.86679865,0.23696683,0.33333333,39.32017627068709,10.40089981713245,0.3691597689053177,133.63238835374958,16909,L,R
Total,Jonah Heim,2 Tms,82,0.10975610000000001,0.14634146,0.75,0.19178082,0.28048779999999995,0.27397259999999996,0.5544604000000001,0.08219178,0.21666667,5.85968430415778,-3.9868937127193953,0.25512038789144376,61.61524520244063,16930,L,R
Total,Magneuris Sierra,MIA,111,0.09909910000000001,0.19819820000000002,0.5,0.22222222,0.3,0.28282828,0.58282828,0.06060606,0.28571429,7.94074892148472,-5.403192513733138,0.25363415981007514,62.40744404641185,17023,L,R
Total,Alex Verdugo,BOS,275,0.08727273,0.13818182,0.63157895,0.30204082,0.36727273,0.51836735,0.88564008,0.21632653,0.31658291,47.07382314288686,13.768673975110753,0.3758746538406763,137.2461684408432,17027,L,R
Total,Yoan Moncada,CHW,338,0.13905325,0.27514793,0.50537634,0.24475524,0.35502959,0.4020979,0.75712749,0.15734266,0.3315508,46.292841538888375,5.231297560137678,0.334841237618373,114.86736251092005,17232,L,R
Total,Cole Tucker,PIT,88,0.01136364,0.30681818,0.03703704,0.2,0.20689655,0.24705882,0.45395537,0.04705882,0.28813559,1.978486093494868,-9.005469908204102,0.19708223178468898,18.887562454100358,17326,L,R
Total,Willi Castro,DET,236,0.05084746,0.30084746,0.16901408,0.26851852,0.31914894,0.43518519,0.75433413,0.16666667,0.35971223,30.95044202812763,2.4068755851015644,0.3251719601610873,105.94969424268405,17338,L,R
Total,Rafael Devers,BOS,300,0.06666667,0.27666667,0.24096386,0.28519856,0.33333333,0.61732852,0.95066185,0.33212996,0.32758621,55.68514402266975,19.28645951357123,0.3935433708457433,149.25666985449817,17350,L,R
Total,JT Riddle,2 Tms,65,0.03076923,0.16923077,0.18181818,0.14285714,0.16923077,0.20634921,0.37557998,0.06349207,0.15686275,-0.2403439191327314,-8.355016259585401,0.16607365241417518,-1.7448324492270535,17642,L,R
Total,Vimael Machin,OAK,76,0.05263158,0.18421053,0.28571429,0.18055556,0.22368421,0.19444444,0.41812865,0.01388888,0.22413793,1.531057661274135,-7.857206674417794,0.19234126649404826,20.187631910968747,17684,L,R
Total,Matt Beaty,LAD,129,0.08527132,0.20930233,0.40740741,0.26315789,0.34883721,0.39473684,0.74357405,0.13157895,0.31325301,17.181383761173578,1.7208915823758528,0.331051065478214,112.62414439415207,17710,L,R
Total,Christin Stewart,DET,89,0.05617978,0.28089888,0.2,0.16049383,0.21590909,0.29629629999999996,0.51220539,0.13580247,0.18518519,3.9679181271434905,-7.204111695921314,0.22382119297981265,34.28262161047475,17714,L,R
Total,Steven Duggar,SFG,88,0.04545455,0.31818182,0.14285714,0.25301205,0.29545455,0.44578313,0.74123768,0.19277108,0.34615385,10.865142398330526,0.3011340580910038,0.31985141607848083,103.90982739697712,17719,L,R
Total,DJ Stewart,BAL,190,0.16842105,0.28947368,0.58181818,0.19607843,0.34920635,0.4248366,0.77404295,0.22875817,0.22727273,27.54061205791133,4.556911804841928,0.3427724415663058,119.49462767217773,17766,L,R
Total,Willie Calhoun,TEX,204,0.08333333,0.15196078,0.5483871,0.21505376,0.27941176,0.35483871,0.63425047,0.13978495,0.23178808,18.372449380514084,-6.18101263308817,0.27902020251049714,75.82068488639305,17838,L,R
Total,Andrew Benintendi,2 Tms,171,0.12865497,0.22222222,0.57894737,0.27027027,0.3625731,0.37837838,0.74095148,0.10810811,0.3364486,22.95483481253159,2.659966559360141,0.3323534162420976,110.13082162369768,17901,L,R
Total,Ian Happ,CHC,291,0.12714777,0.26460481,0.48051948,0.23694779,0.34707904,0.48594378,0.83302282,0.24899599,0.27564103,46.00741919410897,10.541919264025232,0.35871147187714725,126.63229178740605,17919,L,R
Total,Isan Diaz,MIA,69,0.11594203,0.34782609,0.33333333,0.13114754,0.23188406,0.22950820000000002,0.46139226,0.09836066,0.17142857,2.4073520072843198,-5.807356484875523,0.2097440151607289,34.64559098170583,17922,L,R
Total,Cedric Mullins,BAL,256,0.078125,0.21484375,0.36363636,0.3,0.35968379,0.46521739,0.82490118,0.16521739,0.37058824,39.537043316649324,8.661609506594077,0.35590049127737683,128.1151173379765,17929,L,R
Total,Andrew Stevenson,WSN,120,0.075,0.30833333,0.24324324,0.28037383,0.35294118,0.46728972,0.8202309000000001,0.18691589,0.40298507,18.650298769625397,4.257017019244411,0.3547640307610776,122.04433955306972,17932,L,R
Total,Sam Hilliard,COL,114,0.0877193,0.40350877,0.2173913,0.18269231,0.25438596,0.43269231,0.68707827,0.25,0.25,11.315147686598554,-2.718106005491954,0.2876033498122629,63.62982174334598,17954,L,R
Total,Jake Cronenworth,SDP,287,0.08362369,0.13240418,0.63157895,0.30980392,0.37323944,0.52941176,0.9026511999999999,0.21960784,0.33333333,50.80455683316124,16.171767698181984,0.3828141325754477,144.87827815704824,18036,L,R
Total,Sam Haggerty,SEA,97,0.05154639,0.30927835,0.16666667,0.22222222,0.27083333,0.3,0.57083333,0.07777778,0.32203390000000004,7.0307008378593325,-4.582647817543327,0.25531918617586297,64.13740668909135,18054,L,R
Total,LaMonte Wade Jr,2 Tms,56,0.125,0.23214286,0.53846154,0.27659574,0.39285714,0.36170213,0.75455927,0.08510639,0.38235294,8.075282198419785,1.1886513056661847,0.34361268473523005,117.77402340556897,18126,L,R
Total,Ka'ai Tom,2 Tms,57,0.10526316,0.26315789,0.4,0.15217391,0.28070175,0.23913043,0.51983218,0.08695652,0.1875,3.786728164535765,-2.8590938314974266,0.24660948598594,57.12028417649472,18136,L,R
Total,Seth Brown,OAK,109,0.0733945,0.28440367,0.25806452,0.20792079,0.26605505,0.46534653,0.73140158,0.25742574,0.22222222,13.038266217101052,0.2849137836579816,0.31394319468681964,105.84180545089134,18171,L,R
Total,Edwin Rios,LAD,112,0.08035714,0.25892857,0.31034483,0.18181818,0.27678571,0.41414141,0.69092712,0.23232323,0.1875,12.242550296134468,-1.3877505833439872,0.29880705795117785,90.79032320229292,18316,L,R
Total,Kyle Tucker,HOU,269,0.10037175,0.19702602,0.50943396,0.28033473,0.35447761,0.53974895,0.89422656,0.25941422,0.31818182,45.696618960573865,12.948069096877768,0.37383372923641495,144.10491760177692,18345,L,R
Total,Trent Grisham,SDP,304,0.125,0.23684211,0.52777778,0.27099237,0.36633663,0.49236641,0.85870304,0.22137404,0.32584270000000004,50.59133706988119,13.493967615080106,0.3700039304128968,135.9440430257635,18564,L,R
Total,Luis Arraez,MIN,212,0.0754717,0.10377358,0.72727273,0.32460733,0.37735849,0.39790576,0.77526425,0.07329843,0.35672515,30.11594603163636,4.585061788088443,0.3400716533028119,116.76178373967095,18568,L,R
Total,Jared Walsh,LAA,208,0.08173077,0.19230769,0.425,0.32432432,0.38942308,0.68108108,1.07050416,0.35675676,0.33076923,46.75087299802232,21.856128303789387,0.44227447642863377,187.76173242025158,18607,L,R
Total,Josh Naylor,2 Tms,200,0.04,0.15,0.26666667,0.25925926,0.29648241,0.37037037,0.66685278,0.11111111,0.29487179,20.077888661270226,-4.089615388567363,0.290531087102312,81.3965766606948,18839,L,R
Total,Brandon Lowe,TBR,304,0.13157895,0.25986842,0.50632911,0.25581395,0.36184211,0.49224806,0.85409017,0.23643411,0.30722892,49.17818878835421,12.26845552271586,0.36431397750132105,137.69153900065376,18882,L,R
Total,Leody Taveras,TEX,124,0.08064516,0.36290323,0.22222222,0.15178571,0.22764228,0.27678571,0.50442799,0.125,0.21875,6.0901501284318185,-9.162647586934066,0.2254598339398702,39.29733638269121,18900,L,R
Total,Zack Collins,CHW,74,0.14864865,0.24324324,0.61111111,0.17460317,0.2972973,0.3015873,0.5988846,0.12698413,0.22727273,6.5043280578071565,-2.275477162856391,0.27539480054700705,75.58849155597122,19181,L,R
Total,Cavan Biggio,TOR,288,0.13541667,0.25347222,0.53424658,0.22040816,0.33101045,0.39183673,0.72284718,0.17142857,0.26993865,35.83740161852563,0.6770065103622767,0.3184600449525393,99.63025035920954,19252,L,R
Total,Donovan Walton,SEA,41,0.04878049,0.36585366,0.13333333,0.12820513,0.17073171,0.17948718,0.35021889,0.05128205,0.20833333,-0.2590058231456467,-5.13761954845025,0.15919188173805796,-0.8531557035857709,19314,L,R
Total,Bryan Reynolds,PIT,301,0.10631229,0.24916944,0.42666667,0.21969697,0.31333333,0.37878788,0.69212121,0.15909091,0.26815642,34.158020170781555,-2.366192763295232,0.3064852164189021,92.58235166336722,19326,L,R
Total,Jose Rojas,LAA,86,0.03488372,0.26744186,0.13043478,0.18072289,0.20930233,0.3253012,0.53460353,0.14457831,0.23728814,4.667350765701263,-5.359678912524253,0.2313899231511493,46.415233296495906,19331,L,R
Total,Yadiel Hernandez,WSN,72,0.02777778,0.30555556,0.09090909,0.26865672,0.29166667,0.40298507,0.69465174,0.13432835,0.35555556,7.631806146217954,-0.9505525642498608,0.2969525779287021,84.59302238386243,19334,L,R
Total,Nicky Lopez,KCR,259,0.1042471,0.18146718,0.57446809,0.21777778,0.30708661,0.28444444,0.59153105,0.06666666,0.2752809,22.07740990885577,-9.380115478550572,0.2712416810782876,68.28537578043836,19339,L,R
Total,Zach McKinstry,LAD,41,0.04878049,0.26829268,0.18181818,0.27027027,0.31707317,0.59459459,0.91166776,0.32432432,0.29166667,7.095854791619079,2.252981292821662,0.3800745373818932,145.65709490587747,19392,L,R
Total,Tommy Edman,STL,376,0.06914894,0.16489362,0.41935484,0.25294118,0.31648936,0.34705882,0.66354818,0.09411764,0.29347826,39.48743838868562,-6.01358864404735,0.2953452039906319,87.70826978195696,19470,L,R
Total,Yordan Alvarez,HOU,88,0.02272727,0.29545455,0.07692308,0.30120482,0.34090909,0.53012048,0.87102957,0.22891566,0.39622642,14.581052589886957,4.285095948451333,0.3710298839656786,143.68255125523942,19556,L,R
Total,Nate Lowe,2 Tms,197,0.1319797,0.26903553,0.49056604,0.24852071,0.35025381,0.47337278,0.82362659,0.22485207,0.29245283,30.03528700992066,6.539225103702128,0.35350216932785816,128.33605845024465,19566,L,R
Total,Nick Heath,2 Tms,47,0.10638298,0.36170213,0.29411765,0.15384615,0.26666667,0.20512821,0.47179488,0.05128206,0.27272727,1.955054657109954,-3.6767296180641873,0.21693590825254264,32.52531360823321,19577,L,R
Total,Josh Rojas,ARI,176,0.125,0.19886364,0.62857143,0.26,0.34857143,0.40666667,0.7552380999999999,0.14666667,0.30701754,23.575578997199635,2.6888088456440995,0.3323210859298706,108.69149540338482,19734,L,R
Total,Shohei Ohtani,LAA,256,0.0859375,0.29296875,0.29333333,0.24463519,0.3125,0.53218884,0.84468884,0.28755365,0.28368794,39.61832678517462,8.689282635358579,0.3573395993195328,129.64163504625947,19755,L,R
Total,Abraham Toro,HOU,83,0.04819277,0.18072289,0.26666667,0.13333333,0.21686747,0.22666667,0.44353414,0.09333334,0.13793103,2.528167742963537,-7.7834708507101675,0.20575077849698356,28.639570642567396,19844,L,R
Total,Luis Rengifo,LAA,77,0.16883117,0.24675325,0.68421053,0.17460317,0.31578947,0.19047619,0.50626566,0.01587302,0.25,5.33315443322098,-4.243183723836782,0.2518708721587533,56.7985766354984,19858,L,R
Total,Adam Haseley,PHI,97,0.07216495,0.19587629,0.36842105,0.25,0.31914894,0.30952381,0.62867275,0.05952381,0.31818182,8.995288563726005,-3.046942809762898,0.2794333645092544,72.90927202410245,19878,L,R
Total,Pavin Smith,ARI,187,0.06951872,0.18716578,0.37142857,0.28823529,0.34224599,0.45294118,0.79518717,0.16470589,0.33834586,26.94961763211545,4.816060655201053,0.3437760513734053,116.31569849200909,19892,L,R
Total,Anderson Tejeda,TEX,71,0.04225352,0.43661972,0.09677419,0.23529412,0.26760563,0.41176471,0.67937034,0.17647059,0.4,7.189663230112168,-1.5888290939420735,0.2887635466078637,81.8501921980083,19909,L,R
Total,Daulton Varsho,ARI,117,0.11965812,0.25641026,0.46666667,0.1980198,0.30769231,0.38613861,0.69383092,0.18811881,0.25,13.392602385195158,-0.954691185442546,0.3050810648844792,88.97183659503047,19918,L,R
Total,Andres Gimenez,2 Tms,173,0.04624277,0.24277457,0.19047619,0.23225806,0.29651163,0.35483871,0.65135034,0.12258065,0.29464286,17.10941723431569,-3.9994164363004634,0.2869921451391176,80.81074663596506,19950,L,R
Total,Gavin Lux,LAD,172,0.07558139999999999,0.22674419,0.33333333,0.23417722,0.29069767,0.39873418,0.68943185,0.16455696,0.27192982,18.26886859908386,-2.3034240417213843,0.29679683844248456,90.34882719099492,19955,L,R
Total,Taylor Trammell,SEA,68,0.08823529,0.41176471,0.21428571,0.19672131,0.27941176,0.44262295,0.72203471,0.24590164,0.27586207,8.151407884944787,0.22305883704554014,0.3134825448779499,104.76085638312927,19960,L,R
Total,Juan Soto,WSN,247,0.21862348,0.12955466,1.6875,0.33333333,0.47773279,0.54166667,1.01939946,0.20833334,0.35761589,53.25429363258457,23.20482372202253,0.4264518684811062,169.78474679532403,20123,L,R
Total,Dylan Carlson,STL,262,0.08778626,0.27099237,0.32394366,0.23175966,0.30916031,0.36909871,0.67825902,0.13733905,0.3081761,27.873883252153725,-3.6117602017423214,0.29740754169522576,89.48131269465397,20126,L,R
Total,Jonathan Arauz,BOS,50,0.1,0.28,0.35714286,0.2,0.28,0.28888889,0.56888889,0.08888889,0.26666667,3.71615350287366,-2.5245275195319636,0.25777915239334104,56.63928160067458,20275,L,R
Total,Alex Kirilloff,MIN,54,0.05555556,0.20370370000000002,0.27272727,0.22,0.25925926,0.46,0.71925926,0.24,0.21621622,6.099879300421884,-0.19616259055692886,0.3048319176391319,94.41283910838636,20325,L,R
Total,Luis Garcia,WSN,115,0.04347826,0.16521739,0.26315789,0.30909091,0.33913043,0.43636364,0.77549407,0.12727273,0.35955056,15.969736919656816,1.6322536700521126,0.33516857520393706,107.17092699012308,20391,L,R
Total,Jazz Chisholm Jr.,MIA,134,0.09701493,0.34328358,0.2826087,0.21186441,0.29850746,0.36440678,0.66291424,0.15254237,0.30434783,13.776747218845015,-2.275646858336798,0.2940362171450658,89.23308826810621,20454,L,R
Total,Trevor Larnach,MIN,55,0.12727273,0.27272727,0.46666667,0.2173913,0.34545455,0.30434783,0.64980238,0.08695653,0.32258065,6.103995717636361,-0.3086395416939109,0.3023554693568837,92.74400556642959,21501,L,R
Total,Nick Maton,PHI,66,0.06060606,0.3030303,0.2,0.21311475,0.27272727,0.27868852,0.55141579,0.06557377,0.31707317,4.554926817452434,-3.1402354937438934,0.24983829350182504,56.83934575690464,21635,L,R
Total,Akil Baddoo,DET,98,0.11224489999999998,0.36734694,0.30555556,0.26744186,0.34693878,0.56976744,0.91670622,0.30232558,0.40425532,17.12646040207789,5.700310303634857,0.3821655081719467,145.59787286528422,22168,L,R
Total,Jarred Kelenic,SEA,47,0.08510638,0.19148936,0.44444444,0.11904762,0.21276596,0.30952381,0.52228977,0.19047619,0.09677419,2.6609436570350344,-2.8189446554835618,0.2343235155369373,51.417023499572856,22558,L,R
Total,Yoshi Tsutsugo,2 Tms,235,0.13191489,0.26808511,0.49206349,0.17821782,0.28632479,0.31188119,0.59820598,0.13366337,0.2238806,19.60604418598863,-9.06217541760949,0.2682008804681475,72.17085360518278,27459,L,R
Total,Shogo Akiyama,CIN,192,0.13541667,0.17708333,0.76470588,0.24390244,0.35078534,0.29268293,0.64346827,0.04878049,0.30769231,20.801050938174036,-3.0144848455936657,0.29856057628911203,82.71666033315348,27461,L,R
Total,Todd Frazier,3 Tms,75,0.09333333,0.2,0.46666667,0.27272727,0.36,0.45454545,0.81454545,0.18181818,0.32653061,11.589812220130902,2.2734659696564448,0.35413960854212445,126.49398570388095,785,R,L
Total,Albert Pujols,2 Tms,112,0.01785714,0.14285714,0.125,0.24770642,0.26785714,0.43119266,0.6990498,0.18348624,0.25,12.012960065839,-1.6352109268930508,0.2989958625819002,89.75696695082483,1177,R,L
Total,Wilson Ramos,2 Tms,75,0.10666667,0.21333333,0.5,0.20895522,0.29333333,0.29850746,0.59184079,0.08955224,0.26,6.35425632724408,-2.801258903948032,0.2682644065221151,68.64194564410474,1433,R,L
Total,Miguel Cabrera,DET,76,0.13157895,0.23684211,0.55555556,0.31818182,0.40789474,0.48484848,0.89274322,0.16666666,0.4,14.02317290343209,4.795739587022504,0.3892882748654014,149.3465163562565,1744,R,L
Total,Edwin Encarnacion,CHW,41,0.14634146,0.29268293,0.5,0.12121212,0.275,0.42424242,0.69924242,0.3030303,0.05555556,4.546757401719676,-0.5999080223888298,0.3024191915988922,91.33913462916723,2151,R,L
Total,Carlos Santana,2 Tms,124,0.08870968,0.12096774,0.73333333,0.28828829,0.35483871,0.48648649,0.8413252,0.19819820000000002,0.29347826,19.68423835416128,4.636946941211719,0.3615465380491749,129.10530636564155,2396,R,L
Total,Nelson Cruz,MIN,107,0.08411215,0.14018692,0.6,0.38947368,0.45283019,0.70526316,1.15809335,0.31578948,0.3943662,27.958354185610425,15.027175884037625,0.4809210560854199,214.1285367385673,2434,R,L
Total,Manny Pina,MIL,44,0.15909091,0.18181818,0.875,0.22222222,0.36363636,0.5,0.86363636,0.27777778,0.2,7.4335104526427065,2.106830999388963,0.3757854943925684,136.6811416285272,2829,R,L
Total,Roberto Perez,CLE,62,0.14516129,0.32258065,0.45,0.17307692,0.30645161,0.38461538,0.69106699,0.21153846,0.20689655,7.073967505005095,-0.40500291833570223,0.30887499836183363,92.97448065285973,2900,R,L
Total,Tommy Pham,SDP,81,0.18518519,0.19753086,0.9375,0.25,0.39506173,0.46875,0.86381173,0.21875,0.26666667,13.968729244977933,4.211939426571826,0.3767660407372463,141.22073821778793,2967,R,L
Total,Charlie Culberson,2 Tms,53,0.05660377,0.20754717,0.27272727,0.34693878,0.38461538,0.57142857,0.95604395,0.22448979,0.41666667,10.22846779292452,4.0132790437899795,0.4049636873544431,164.42289645997832,3298,R,L
Total,Ryan Braun,MIL,48,0.08333333,0.1875,0.44444444,0.23255814,0.29787234,0.37209302,0.66996536,0.13953488,0.25,4.978360590156819,-1.0470038087994804,0.2939082612382605,80.83243290618131,3410,R,L
Total,Jed Lowrie,OAK,81,0.04938272,0.19753086,0.25,0.31168831,0.34567901,0.38961039,0.7352894,0.07792208,0.39344262,10.395922078076321,0.9518592416080996,0.3240830015253138,112.39989421059393,4418,R,L
Total,Starlin Castro,WSN,65,0.04615385,0.21538462,0.21428571,0.37704918,0.4,0.47540984,0.87540984,0.09836066,0.47916667,11.303304203133454,3.5728392976330445,0.37769360358898457,137.992844305951,4579,R,L
Total,Giancarlo Stanton,NYY,62,0.08064516,0.24193548,0.33333333,0.24561404,0.30645161,0.40350877,0.70996038,0.15789473,0.3,7.301664728431683,-0.11476029852153714,0.3104166696148534,97.89352243593105,4949,R,L
Total,Asdrubal Cabrera,2 Tms,88,0.06818182,0.15909091,0.42857143,0.2875,0.32954545,0.55,0.87954545,0.2625,0.296875,14.005032446305515,3.262322973530058,0.3601283958588524,124.62772287650844,4962,R,L
Total,Josh Donaldson,MIN,69,0.1884058,0.1884058,1.0,0.21818182,0.37681159,0.4,0.77681159,0.18181818,0.23076923,9.990252383354168,1.7487387213139336,0.34556643577182994,120.15529526087255,5038,R,L
Total,Justin Upton,LAA,120,0.08333333,0.31666667,0.26315789,0.2293578,0.3,0.53211009,0.83211009,0.30275229,0.24590164,18.05898149918918,3.4601934463918638,0.35102096050977705,125.10899993922115,5222,R,L
Total,Justin Turner,LAD,128,0.140625,0.203125,0.69230769,0.23584906,0.3515625,0.42452829999999997,0.7760908000000001,0.18867924,0.25974026,18.215192109278075,2.7730076759370466,0.34086259827017784,118.80474812797618,5235,R,L
Total,Robbie Grossman,2 Tms,83,0.15662651,0.21686747,0.72222222,0.25373134,0.37349398,0.46268657,0.83618055,0.20895523,0.30612245,13.01954253512656,3.127851602912302,0.3611769827015429,131.8845573493608,5254,R,L
Total,Sandy Leon,2 Tms,42,0.11904762,0.19047619,0.625,0.25,0.35714286,0.27777778,0.63492064,0.02777778,0.32142857,4.494141433720582,-0.5636110563230576,0.2986231545607249,89.27949442097658,5273,R,L
Total,Aaron Hicks,NYY,90,0.12222222,0.2,0.61111111,0.24358974,0.33333333,0.47435897,0.8076923,0.23076923,0.25,13.335518374077687,2.3596221645993083,0.3474036534627279,122.0591938349994,5297,R,L
Total,Jose Altuve,HOU,134,0.08955224,0.17164179,0.52173913,0.28099174,0.34328358,0.3553719,0.69865548,0.07438016,0.32989691,15.449706440565144,-0.6562979763774512,0.3089566517593269,100.53161367066744,5417,R,L
Total,Marwin Gonzalez,2 Tms,107,0.05607477,0.17757009,0.31578947,0.22448979999999996,0.27102804,0.29591837,0.56694641,0.07142857,0.27160494,7.329621278267719,-5.744517929333828,0.25167749529687045,54.50948496940774,5497,R,L
Total,Kyle Higashioka,NYY,41,0.09756098,0.12195122,0.8,0.21621622,0.29268293,0.48648649,0.77916942,0.27027027,0.17241379,5.4862445786826655,0.5629555702440778,0.3351715105335887,113.49498722084448,5517,R,L
Total,Matt Kemp,COL,56,0.10714286,0.28571429,0.375,0.3,0.375,0.48,0.855,0.18,0.40625,9.095552474460787,2.0659606756784408,0.3634883230382746,113.02707942919331,5631,R,L
Total,Avisail Garcia,MIL,109,0.16513761,0.23853211,0.69230769,0.28409091,0.42201835,0.44318182,0.86520017,0.15909091,0.38333333,18.712061157065282,5.4047352127608095,0.3759229048243109,136.52509031770384,5760,R,L
Total,Wilmer Flores,SFG,108,0.05555556,0.22222222,0.25,0.24752475,0.28703704,0.4950495,0.78208654,0.24752475,0.25352113,14.172823127499706,0.9820905515467016,0.3240900039672852,106.47759559331936,5827,R,L
Total,Leury Garcia,CHW,51,0.01960784,0.19607843,0.1,0.26086957,0.27083333,0.39130435,0.66213768,0.13043478,0.30555556,4.741483519731339,-1.2762587192074681,0.2809277375539144,78.04500324567707,5913,R,L
Total,Jean Segura,PHI,120,0.09166667,0.16666667,0.55,0.27777778,0.34166667,0.47222222,0.81388889,0.19444444,0.29761905,17.135637768545372,2.590460055508836,0.3409770716968765,114.446485917572,5933,R,L
Total,Eduardo Escobar,ARI,113,0.05309735,0.15929204,0.33333333,0.24528302,0.28318584,0.43396226,0.7171481,0.18867924,0.25,12.47356685290776,-1.291197508175748,0.304226459137031,88.15971435722699,6153,R,L
Total,J.D. Martinez,BOS,123,0.07317073,0.17886179,0.40909091,0.24107143,0.30081301,0.41071429,0.7115273,0.16964286,0.26436782,13.263307962149453,-1.640584912568262,0.29885195394357045,84.9459602148573,6184,R,L
Total,Freddy Galvis,2 Tms,92,0.05434783,0.2173913,0.25,0.25287356,0.29347826,0.44827586,0.74175412,0.1954023,0.28571429,11.399076172425922,0.3418891889001674,0.3187041917572851,100.91716590568605,6609,R,L
Total,Martin Maldonado,HOU,105,0.0952381,0.30476190000000003,0.3125,0.26086957,0.34615385,0.47826087,0.82441472,0.2173913,0.34545455,16.455914485188803,3.7400528070653354,0.3572407370576492,133.3143822130608,6887,R,L
Total,Yadier Molina,STL,53,0.0754717,0.22641509,0.33333333,0.29166667,0.35849057,0.66666667,1.02515724,0.375,0.3125,11.220282286314811,4.7727820648835575,0.4277409899909541,174.28723170222972,7007,R,L
Total,Salvador Perez,KCR,91,0.03296703,0.21978022,0.15,0.23255814,0.27472527,0.44186047,0.71658574,0.20930233,0.24590164,10.528329383932796,-0.4122642312414966,0.306768774331271,93.22826728803464,7304,R,L
Total,Travis d'Arnaud,ATL,53,0.0754717,0.24528302,0.30769231,0.25,0.30188679,0.29166667,0.59355346,0.04166667,0.33333333,4.240584803943582,-2.2694608138752503,0.2665936497022521,63.00464931293559,7739,R,L
Total,Miguel Rojas,MIA,101,0.0990099,0.04950495,2.0,0.40909091,0.48514851,0.65909091,1.14423942,0.25,0.4125,26.429005322002805,14.304607910060327,0.4847958548234241,214.80945904949132,7802,R,L
Total,Jose Martinez,2 Tms,50,0.08,0.34,0.23529412,0.17391304,0.24,0.32608696,0.56608696,0.15217392,0.25,3.2275099289078666,-3.0489113200049447,0.24748699426651,56.30164357693072,7996,R,L
Total,Josh Harrison,WSN,63,0.01587302,0.11111111,0.14285714,0.31034483,0.34920635,0.55172414,0.90093049,0.24137931,0.29166667,11.030114913609262,3.3362654990222413,0.3814667349769956,138.7063043607045,8202,R,L
Total,Kurt Suzuki,2 Tms,72,0.05555556,0.11111111,0.5,0.27868852,0.36619718,0.44262295,0.80882013,0.16393443,0.28846154,11.093953772678487,2.3865042694355183,0.35412468037135164,123.32635043484865,8259,R,L
Total,Ehire Adrianza,2 Tms,67,0.08955224,0.19402985,0.46153846,0.2,0.28358209,0.26666667,0.55024876,0.06666667,0.25531915,4.710101294027115,-3.4947968770997266,0.25324391962876963,56.19482610381669,8418,R,L
Total,Donovan Solano,SFG,98,0.04081633,0.15306122,0.26666667,0.32258065,0.34693878,0.46236559,0.80930437,0.13978494,0.36363636,14.625667734821384,2.63660906889016,0.34780829901597937,121.47735486923908,8623,R,L
Total,Elvis Andrus,2 Tms,94,0.03191489,0.20212766,0.15789474,0.15555556,0.18085106,0.23333333,0.41418439,0.07777777,0.18309859,0.7770092745912125,-10.495494332383867,0.1754775611303186,8.813045213715412,8709,R,L
Total,Khris Davis,2 Tms,59,0.13559322,0.20338983,0.66666667,0.29787234,0.40677966,0.40425532,0.81103498,0.10638298,0.37837838,9.311458904036408,2.0661128496016308,0.35877710479800984,132.48872454536584,9112,R,L
Total,Paul Goldschmidt,STL,78,0.17948718,0.21794872,0.82352941,0.25806452,0.39743590000000006,0.41935484,0.81679074,0.16129032,0.31818182,12.613596334200238,3.188716507594917,0.3622978215034192,132.00391760055194,9218,R,L
Total,Starling Marte,2 Tms,92,0.07608696,0.09782609,0.77777778,0.31707317,0.39130435,0.42682927,0.81813362,0.10975610000000001,0.34722222,14.417820828430447,3.0836470894739962,0.3589156898823413,128.31683576618684,9241,R,L
Total,AJ Pollock,LAD,97,0.08247423,0.19587629,0.42105263,0.32183908,0.37113402,0.63218391,1.00331793,0.31034483,0.33333333,19.003876047724916,7.158215920025536,0.4045812753920859,159.24400812499962,9256,R,L
Total,Evan Longoria,SFG,102,0.13725489999999999,0.14705882,0.93333333,0.33333333,0.42156863,0.63218391,1.05375254,0.29885058,0.33333333,22.64658386625069,10.2536971233012,0.437697491645813,182.007393191803,9368,R,L
Total,Yan Gomes,WSN,55,0.01818182,0.10909091,0.16666667,0.34615385,0.34545455,0.59615385,0.9416084000000001,0.25,0.33333333,9.997449403621413,3.3256975021140347,0.388785247369246,143.99286906394963,9627,R,L
Total,Christian Vazquez,BOS,111,0.08108108,0.24324324,0.33333333,0.22772277,0.28828829,0.40594059,0.69422888,0.17821782,0.25714286,12.15343108677661,-1.3334712544699947,0.2995978024628785,85.50076668412655,9774,R,L
Total,Nolan Arenado,2 Tms,96,0.04166667,0.125,0.33333333,0.3,0.32291667,0.52222222,0.84513889,0.22222222,0.29333333,14.781367672016305,3.08804113917558,0.3566379472613335,117.31083600756584,9777,R,L
Total,Andrew McCutchen,PHI,144,0.125,0.22916667,0.54545455,0.29032258,0.38888889,0.58870968,0.97759857,0.29838709999999996,0.32926829,29.18904547398387,11.765211410871133,0.4144816965692573,162.83286517101288,9847,R,L
