Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId,bats,pitch
Total,Ryan McBroom,KCR,57,0.05263158,0.35087719,0.15,0.24074074,0.28070175,0.38888889,0.66959064,0.14814815,0.34375,5.655678031441036,-1.463701965812381,0.28891028855976303,78.7047243915692,16524,R,R
Total,Mauricio Dubon,SFG,206,0.0631068,0.23300971,0.27083333,0.24064171,0.29268293,0.34224599,0.63492892,0.10160428,0.30215827,18.977803653613726,-6.175182418390119,0.27918307519540553,76.40969862154344,16530,R,R
Total,Danny Jansen,TOR,174,0.13218391,0.22413793,0.58974359,0.20805369,0.31791908,0.40268456,0.72060364,0.19463087,0.2254902,21.66676729743967,0.4949505982328391,0.31781973039483746,99.66156250630421,16535,R,R
Total,Yandy Diaz,TBR,208,0.14903846,0.10096154,1.47619048,0.28735632,0.40384615,0.35057471,0.75442086,0.06321839,0.31788079,30.57280965476334,5.490428771367671,0.3457458489216291,125.46366860956728,16578,R,R
Total,Luis Urias,MIL,207,0.11594203,0.26086957,0.44444444,0.21311475,0.30434783,0.33333333,0.63768116,0.12021858,0.27419355,19.77073429638537,-5.105702652390878,0.2839079240473305,76.98320287810284,16622,R,R
Total,Jose Trevino,TEX,136,0.03676471,0.23529412,0.15625,0.25396825,0.27407407,0.34920635,0.62328042,0.0952381,0.3125,11.310214816669726,-4.975365997215006,0.2681996937151309,69.20823965639117,16725,R,R
Total,Josh Fuentes,COL,169,0.01183432,0.21301775,0.05555556,0.26060606,0.27218935,0.36363636,0.63582571,0.1030303,0.31496063,15.188523312504776,-5.132274846140857,0.2754311716768163,57.889552299234964,16885,R,R
Total,Aramis Garcia,OAK,45,0.02222222,0.31111111,0.07142857,0.19512195,0.23255814,0.36585366,0.5984118,0.17073171,0.24,3.504237813630311,-1.7424637621853671,0.26092282699984176,69.83739915688767,16925,R,R
Total,Lane Thomas,STL,57,0.12280702,0.33333333,0.36842105,0.08,0.19298246,0.18,0.37298246,0.1,0.1,0.5984418728030821,-6.333301935287603,0.1790848782188014,11.043937141230122,16939,R,R
Total,Gleyber Torres,NYY,247,0.12955466,0.19433198,0.66666667,0.25233645,0.35222672,0.35981308,0.7120398,0.10747663,0.30864198,31.16692599931607,1.2961572212899704,0.32084775067534044,104.40028215601716,16997,R,R
Total,Edmundo Sosa,STL,47,0.04255319,0.14893617,0.28571429,0.35897436,0.46808511,0.48717949,0.9552646,0.12820513,0.4375,9.577624606926607,4.097736294408011,0.418479613635851,170.58797792077866,17022,R,R
Total,Grayson Greiner,DET,68,0.02941176,0.36764706,0.08,0.18181818,0.20588235,0.36363636,0.56951871,0.18181818,0.23684211,4.049264057331772,-4.254357368892936,0.2419419253573698,48.040240494815606,17062,R,R
Total,Ramon Laureano,OAK,312,0.1025641,0.27884615,0.36781609,0.20992366,0.32371795,0.40076336,0.72448131,0.19083970000000003,0.25748503,39.16956857563538,1.2466728535441811,0.3200163348362996,107.8106129335301,17128,R,R
Total,Chad Wallach,MIA,78,0.05128205,0.35897436,0.14285714,0.18055556,0.23076923,0.23611111,0.46688034,0.05555555,0.28888889,2.7058654901365875,-6.701144223215139,0.2106232987000392,34.02084705310623,17161,R,R
Total,Jorge Mateo,SDP,55,0.01818182,0.21818182,0.08333333,0.22,0.27777778,0.36,0.63777778,0.14,0.27027027,5.033372756076547,-1.4686130695216926,0.2823314744013327,78.32623431588677,17273,R,R
Total,Michael Chavis,BOS,121,0.04132231,0.33057851,0.125,0.21929825,0.26446281,0.36842105,0.63288386,0.14912279999999997,0.30985915,10.567251554906594,-4.4429867349264764,0.2739179449633133,66.71238267010652,17321,R,R
Total,Yermin Mercedes,CHW,132,0.06818182,0.19696970000000003,0.34615385,0.29752066,0.34848485,0.45454545,0.8030303000000001,0.15702479,0.34065934,19.642670532634195,4.243410853614748,0.3498193978360205,127.00907515337829,17423,R,R
Total,Kelvin Gutierrez,KCR,40,0.075,0.25,0.3,0.24324324,0.3,0.24324324,0.54324324,0.0,0.33333333,2.8081230305380016,-1.9449622697883455,0.25143188536167144,56.22271487509335,17468,R,R
Total,Eloy Jimenez,CHW,180,0.06111111,0.23888889,0.25581395,0.29761905,0.33888889,0.55952381,0.8984127000000001,0.26190476,0.34482759,31.200945412499337,8.605828916413218,0.3764289405610826,141.9987989007368,17484,R,R
Total,Taylor Ward,LAA,114,0.07894737,0.25438596,0.31034483,0.25,0.30701754,0.42307692,0.73009446,0.17307692,0.31506849,13.968762603142475,0.12314510021469692,0.3157482440011543,101.47719879721588,17548,R,R
Total,Myles Straw,HOU,169,0.0887574,0.23076923,0.38461538,0.25333333,0.32142857,0.32,0.64142857,0.06666667,0.33628319,16.820402852366485,-3.384239570130789,0.2877349168771789,86.52906465213353,17620,R,R
Total,Alex Bregman,HOU,229,0.11790393,0.15283843,0.77142857,0.23618089999999997,0.33624454,0.39195979999999997,0.72820434,0.1557789,0.25949367,29.216171313856886,1.408342939649864,0.3227942112231359,109.477597561045,17678,R,R
Total,Kevin Newman,PIT,269,0.04460967,0.10408922,0.42857143,0.22745098,0.26119403,0.27843137,0.5396254,0.05098039,0.25110132,16.017324907784328,-16.561458880002633,0.2402850358343836,49.22174756204921,17696,R,R
Total,Scott Kingery,PHI,91,0.05494505,0.27472527,0.2,0.16470588,0.21978022,0.32941176,0.54919198,0.16470588,0.19298246,5.203243873561338,-6.1751675163259945,0.2378628568334894,45.01746104325172,17975,R,R
Total,Ty France,2 Tms,219,0.09589041,0.21461187,0.44680851,0.29533679,0.37442922,0.44041451,0.81484373,0.14507772,0.37062937,34.266758335236176,7.919720513228054,0.35668032735450084,131.9444491529744,17982,R,R
Total,Tyler Stephenson,CIN,90,0.11111111,0.24444444,0.45454545,0.27848101,0.36666667,0.39240506,0.75907173,0.11392405,0.36363636,12.749852300606625,2.1670985827072995,0.3389110823472341,112.43335645755629,17988,R,R
Total,David Fletcher,LAA,297,0.05387205,0.12794613,0.42105263,0.27272727,0.30952381,0.33818182,0.64770563,0.06545455,0.30672269,29.08736986310895,-6.9079242011744215,0.2855603735463149,81.04878307047052,17992,R,R
Total,Paul DeJong,STL,261,0.09961686,0.2605364,0.38235294,0.23580786,0.31417625,0.38864629,0.70282254,0.15283843,0.28846154,30.235846392491396,-1.4906059581250601,0.30820700994396577,95.93380466827305,18015,R,R
Total,Harrison Bader,STL,173,0.12716763,0.28323699,0.44897959,0.19727891,0.30635838,0.33333333,0.63969171,0.13605442,0.26041667,15.37648875851186,-5.660864459089915,0.2757416921002524,74.21634616697658,18030,R,R
Total,Dylan Moore,SEA,205,0.09756098,0.31219512,0.3125,0.21022727,0.31707317,0.42045455,0.73752772,0.21022728,0.26923077,26.51530653870599,1.6486799109627484,0.3228893277121753,109.69729512824793,18042,R,R
Total,Kyle Garlick,2 Tms,45,0.02222222,0.35555556,0.0625,0.1627907,0.2,0.30232558,0.50232558,0.13953488,0.23076923,1.948325386245653,-3.432402038971976,0.21980390813615586,35.68181871930544,18063,R,R
Total,Brian Anderson,MIA,270,0.1,0.27037037,0.36986301,0.25630252,0.34444444,0.44537815,0.78982259,0.18907563,0.32467532,39.28110643145713,6.326612633141606,0.34395593493073073,121.1647565302162,18289,R,R
Total,Dansby Swanson,ATL,375,0.07733333,0.27466667,0.2815534,0.26627219,0.3342246,0.47337278,0.80759738,0.20710059,0.33636364,55.22364125317915,9.562220833366943,0.34587238040021673,115.7131144623789,18314,R,R
Total,Daz Cameron,DET,52,0.03846154,0.28846154,0.13333333,0.2,0.23076923,0.24,0.47076923,0.04,0.28571429,1.7238048882311403,-4.803673210638183,0.21026987295884356,25.00674468445505,18353,R,R
Total,Austin Riley,ATL,306,0.10130719,0.23202614,0.43661972,0.27340824,0.35947712,0.45692884,0.81640596,0.1835206,0.32065217,46.53367414130671,9.426494365472626,0.35349987466868604,121.22578223733349,18360,R,R
Total,Victor Robles,WSN,233,0.05150215,0.2832618,0.18181818,0.20574163,0.27586207,0.30143541,0.57729748,0.09569378,0.28169014,17.484385753024696,-10.897036774109722,0.25944641797707,58.69234046527639,18363,R,R
Total,Ryan Mountcastle,BAL,225,0.05333333,0.28888889,0.18461538,0.26190476,0.30666667,0.3952381,0.70190477,0.13333334,0.35,26.009999205108095,-1.1706246764107426,0.30553283400005765,94.48058564912331,18373,R,R
Total,Ronald Acuna Jr.,ATL,316,0.14873418,0.24367089,0.61038961,0.25670498,0.38291139,0.59770115,0.98061254,0.34099617,0.26708075,63.273428793936425,25.000315334587732,0.41071391010740005,158.83269667724124,18401,R,R
Total,Ke'Bryan Hayes,PIT,79,0.13924051,0.22784810000000003,0.61111111,0.32352941,0.41772152,0.64705882,1.06478034,0.32352941,0.37777778,17.683465127028686,7.829264950134018,0.43729820808806974,177.24907119313409,18577,R,R
Total,Guillermo Heredia,3 Tms,87,0.08045977,0.29885057,0.26923077,0.26582278,0.33333333,0.51898734,0.85232067,0.25316456,0.34693878,13.428624722906655,3.0973654871669485,0.35643838083042817,125.68421921367676,18721,R,R
Total,Ramon Urias,BAL,46,0.06521739,0.30434783,0.21428571,0.30952381,0.36956522,0.45238095,0.82194617,0.14285714,0.44444444,7.244813145899648,1.7117521258233728,0.35857063143149664,130.31922889847644,18795,R,R
Total,Danny Mendick,CHW,115,0.08695652,0.19130435,0.45454545,0.26213592,0.3245614,0.38834951,0.71291091,0.12621359,0.30379747,13.609050471801305,-0.5139914187602774,0.3116904005669711,98.89828292206946,18889,R,R
Total,Will Smith,LAD,200,0.145,0.13,1.11538462,0.30864198,0.425,0.60493827,1.02993827,0.29629629,0.2992126,43.34341845538096,19.158044292289787,0.431389537288915,178.21064162418992,19197,R,R
Total,Yuli Gurriel,HOU,282,0.08156028,0.12411348,0.65714286,0.24701195,0.30851064,0.35856574,0.66707638,0.11155379,0.26605505,28.69292537581397,-5.651753786092278,0.2927124143069518,88.63693736305679,19198,R,R
Total,Lourdes Gurriel Jr.,TOR,281,0.04982206,0.19217082,0.25925926,0.28897338,0.325,0.46007605,0.78507605,0.17110267,0.32835821,39.3155446340116,5.158939293471187,0.33639933999095645,112.18480823110113,19238,R,R
Total,Pete Alonso,NYM,267,0.10112360000000001,0.24719101,0.40909091,0.25108225,0.34456929,0.48917749,0.83374678,0.23809524,0.2875817,41.26036570424094,8.68245718086019,0.3549164025288708,128.3501933221105,19251,R,R
Total,Garrett Hampson,COL,244,0.07786885,0.30327869,0.25675676,0.21818182,0.2768595,0.36818182,0.64504132,0.15,0.29861111,22.32828302910069,-7.121225190856662,0.2777404661495161,59.071612714688044,19262,R,R
Total,Adolis Garcia,TEX,109,0.08256881,0.31192661,0.26470588,0.28282828,0.34862385,0.60606061,0.95468446,0.32323233,0.33928571,21.045502121764105,8.31895485820142,0.4050434144265061,162.77792798233037,19287,R,R
Total,Randy Arozarena,TBR,190,0.1,0.29473684,0.33928571,0.25465839,0.35789474,0.42857143,0.78646617,0.17391304,0.34,27.58558840162359,4.9592904136260465,0.34448910863311205,125.01801008390551,19290,R,R
Total,Nick Senzel,CIN,152,0.09868421,0.15789474,0.625,0.24264706,0.31788079,0.34558824,0.66346903,0.10294118,0.28181818,16.207537211072353,-1.943537496435734,0.2963225825732907,83.62286008012198,19293,R,R
Total,Nick Solak,TEX,319,0.0815047,0.22570533,0.36111111,0.23404255,0.31347962,0.36879433,0.68227395,0.13475178,0.28640777,35.2752230698389,-3.3566055511909485,0.30226803162254884,91.6438249275774,19294,R,R
Total,Eli White,TEX,61,0.04918033,0.3442623,0.14285714,0.24561404,0.27868852,0.31578947,0.59447799,0.07017543,0.37837838,4.722860295999336,-2.657386872243596,0.26035782157397663,63.528450765591096,19346,R,R
Total,Sean Murphy,OAK,196,0.14795918,0.24489796,0.60416667,0.23780488,0.3622449,0.42682927,0.78907417,0.18902439,0.29357798,29.292116808093127,5.528440835273807,0.34864558157872183,127.4683519987549,19352,R,R
Total,Austin Hays,BAL,193,0.07253886,0.20725389,0.35,0.25433526,0.32124352,0.37572254,0.69696606,0.12138728,0.3,22.22777494680037,-1.2039910342181712,0.3073077109193555,94.98709432726051,19363,R,R
Total,Kyle Lewis,SEA,275,0.13090909,0.29090909,0.45,0.26694915,0.36363636,0.42372881,0.78736517,0.15677966,0.3537415,40.529669676203646,6.929663639743247,0.34640224868601016,125.013462236623,19508,R,R
Total,Andrew Knizner,STL,66,0.07575758,0.19696970000000003,0.38461538,0.20689655,0.28787879,0.24137931,0.5292581000000001,0.03448276,0.26086957,3.9689429761412014,-3.8334400145766874,0.2395236198718731,52.462189848303595,19514,R,R
Total,Vladimir Guerrero Jr.,TOR,343,0.08746356,0.1574344,0.55555556,0.31270358,0.38483965,0.56026059,0.94510024,0.24755701,0.33191489,65.65909824156915,24.086067874075518,0.4014263237472129,156.59181776983462,19611,R,R
Total,Bo Bichette,TOR,269,0.04832714,0.23420074,0.20634921,0.27667984,0.31598513,0.49407115,0.81005628,0.21739131,0.32402235,39.41804535816153,7.1877287788196345,0.3459042111293977,119.1902621619014,19612,R,R
Total,Mike Brosseau,TBR,95,0.08421053,0.37894737,0.22222222,0.19047619,0.28421053,0.30952381,0.59373434,0.11904762,0.30434783,8.103937041497787,-3.4281208398574967,0.26922287062594763,73.45292958145778,19683,R,R
Total,Edward Olivares,2 Tms,64,0.03125,0.28125,0.11111111,0.27868852,0.296875,0.40983607,0.70671107,0.13114755,0.35714286,7.025252155478894,-1.0085670431295042,0.3010834604501724,88.9388605915411,19698,R,R
Total,Fernando Tatis Jr.,SDP,302,0.10927152,0.22516556,0.48529412,0.30152672,0.38410596,0.66030534,1.0444113000000002,0.35877862,0.30994152,65.83145731394103,28.967274595842856,0.4324631940486819,177.11912855380908,19709,R,R
Total,Cristian Pache,ATL,55,0.03636364,0.4,0.09090909,0.09803922,0.14814815,0.13725489999999999,0.28540305,0.03921568,0.17241379,-1.2954221084692223,-7.734862537679884,0.13478768644509492,-19.535186002167574,19948,R,R
Total,Carter Kieboom,WSN,81,0.16049383,0.25925926,0.61904762,0.125,0.30864198,0.125,0.43364198,0.0,0.18604651,4.3950552385633,-5.772747184675454,0.2352904184364978,40.79576398694479,19958,R,R
Total,Bobby Dalbec,BOS,159,0.10062893,0.3836478,0.26229508,0.17857143,0.27672956,0.35,0.62672956,0.17142857,0.26027397,14.864500939516985,-4.245688252480066,0.2786561929204929,72.12673992333595,19966,R,R
Total,Santiago Espinal,TOR,59,0.10169492,0.25423729,0.4,0.21153846,0.28813559,0.32692308,0.61505867,0.11538462,0.28947368,5.067986520316795,-2.088008967850013,0.2727687621520737,68.76153358506022,19997,R,R
Total,Keston Hiura,MIL,261,0.05747126,0.34482759,0.16666667,0.18614719,0.27307692,0.37229437,0.64537129,0.18614718,0.24427481,24.87705874393549,-7.188925758499242,0.2829141268363366,74.8465963500589,20003,R,R
Total,Isaac Paredes,DET,91,0.07692308,0.21978022,0.35,0.17857143,0.24175824,0.26190476,0.503663,0.08333333,0.22222222,4.293941633330134,-7.129145039691181,0.2269062000316578,36.394308566766725,20036,R,R
Total,Luis Robert,CHW,259,0.07335907,0.33590734,0.2183908,0.25106383,0.30739299999999997,0.42978723,0.73718023,0.1787234,0.35460993,31.741895636372124,-0.02835673297212038,0.3168608488275847,102.22504627489886,20043,R,R
Total,Evan White,SEA,208,0.06730769,0.36538462,0.18421053,0.1875,0.24519231,0.35416667,0.59935898,0.16666667,0.25688073,15.875753303684716,-9.608705127916807,0.2598207335059459,66.0886471785263,20078,R,R
Total,Jo Adell,LAA,88,0.05681818,0.38636364,0.14705882,0.15662651,0.20454545,0.22891566,0.43346111,0.07228915,0.25,1.7583559091181789,-9.288145488968368,0.19466151838952844,16.83312773391858,20220,R,R
Total,William Contreras,ATL,63,0.12698413,0.3015873,0.42105263,0.26415094,0.36507937,0.50943396,0.87451333,0.24528302,0.34375,10.693833215107167,3.2769705559508453,0.3746113994764903,136.67579790642702,20503,R,R
Total,Nick Madrigal,CHW,210,0.04761905,0.07142857,0.66666667,0.31443299,0.36190476,0.37113402,0.73303878,0.05670103,0.33888889,27.508804517905407,2.2468472375675943,0.32601243285905745,109.65988597829599,20521,R,R
Total,Nico Hoerner,CHC,146,0.09589041,0.19863014,0.48275862,0.26771654,0.34482759,0.33858268,0.68341027,0.07086614,0.34,16.30584135666267,-1.4941403491817367,0.3047054095400704,90.97548087163344,21479,R,R
Total,Jonathan India,CIN,115,0.09565217,0.20869565,0.45833333,0.24210526,0.34782609,0.4,0.74782609,0.15789474,0.28169014,15.334440631098659,1.9262032706808156,0.3303376622821973,107.16021302592642,21523,R,R
Total,Joey Bart,SFG,83,0.03614458,0.34939759,0.10344828,0.25,0.31325301,0.32894737,0.64220038,0.07894737,0.40425532,8.141133530014661,-2.2777257431806053,0.2872353964541332,79.96304646474027,21524,R,R
Total,Alec Bohm,PHI,278,0.06115108,0.25179856,0.24285714,0.26953125,0.31654676,0.3671875,0.68373426,0.09765625,0.35135135,30.913168959287308,-2.723890200289578,0.30038673543243954,88.00215171853212,21618,R,R
Total,Alejandro Kirk,TOR,46,0.10869565,0.10869565,1.0,0.325,0.41304348,0.625,1.03804348,0.3,0.3125,10.317955403984149,4.793829440534668,0.4392294974430748,182.7243690022032,22581,R,R
Total,Jose Garcia,CIN,48,0.02083333,0.47916667,0.04347826,0.14893617,0.16666667,0.14893617,0.31560284,0.0,0.29166667,-1.122526145574292,-7.147890544530591,0.14326024800539014,-20.63591328778334,23378,R,R
Total,Ryan Jeffers,MIN,69,0.07246377,0.37681159,0.19230769,0.203125,0.26086957,0.359375,0.62024457,0.15625,0.28571429,5.94652884947179,-2.4379457185971902,0.26992995324342145,69.11514081360883,24618,R,R
Total,Andrew Vaughn,CHW,100,0.07,0.25,0.28,0.20454545,0.28,0.28409091,0.56409091,0.07954546,0.265625,7.3989836135826925,-4.260353221563256,0.2560648590326309,63.76296846156108,26197,R,R
Total,Ha-Seong Kim,SDP,97,0.04123711,0.24742268,0.16666667,0.17045455,0.22680412,0.29545455,0.52225867,0.125,0.203125,5.193736193426019,-6.115820536665553,0.2304791144489013,46.972860960561476,27506,R,R
