P,P,C,1B,2B,3B,SS,OF,OF,OF,OF,Salary,Proj
Julio Urias (18268397),Max Scherzer (18268394),Martin Maldonado (18268967),Shohei Ohtani (18268424),Jace Peterson (18268615),Luis Urias (18268450),Zack Short (18268802),Joey Gallo (18268556),Kike Hernandez (18268566),Brian Goodwin (18268627),49800,131.9034927666204
Max Scherzer (18268394),Eduardo Rodriguez (18268409),Jake Rogers (18268695),Shohei Ohtani (18268424),Jonathan India (18268509),Matt Chapman (18268439),Zack Short (18268802),Jace Peterson (18268615),Joey Gallo (18268556),Brian Goodwin (18268627),49400,131.876147987799
Zac Gallen (18268400),Julio Urias (18268397),Jake Rogers (18268695),Shohei Ohtani (18268424),Jace Peterson (18268615),Rafael Devers (18268469),J.P. Crawford (18268629),Brian Goodwin (18268627),Joey Gallo (18268556),Jake Fraley (18268677),48800,131.85813339481342
Max Scherzer (18268394),Eduardo Rodriguez (18268409),Jake Rogers (18268695),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),Ramon Urias (18268738),Joey Gallo (18268556),Eli White (18268776),Brian Goodwin (18268627),47600,131.83417360732952
Lance Lynn (18268395),Max Scherzer (18268394),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Eduardo Escobar (18268476),J.P. Crawford (18268629),Brian Goodwin (18268627),Taylor Trammell (18268779),Joey Gallo (18268556),49700,131.82428880935106
Julio Urias (18268397),Eduardo Rodriguez (18268409),Salvador Perez (18268458),Shohei Ohtani (18268424),Jace Peterson (18268615),Jonathan Villar (18268861),J.P. Crawford (18268629),Joey Gallo (18268556),Brian Goodwin (18268627),Nick Castellanos (18268472),50000,131.78843075594745
Sonny Gray (18268408),Julio Urias (18268397),Yan Gomes (18268611),Shohei Ohtani (18268424),Jace Peterson (18268615),Harold Castro (18268718),Xander Bogaerts (18268470),J.D. Martinez (18268465),Joey Gallo (18268556),Brian Goodwin (18268627),49400,131.78396149602827
Sonny Gray (18268408),Jordan Montgomery (18268410),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),Elvis Andrus (18268713),Brian Goodwin (18268627),Kyle Schwarber (18268437),Joey Gallo (18268556),47300,131.72902252267284
Logan Gilbert (18268415),Eduardo Rodriguez (18268409),Christian Vazquez (18268600),Shohei Ohtani (18268424),Jace Peterson (18268615),Rafael Devers (18268469),Ramon Urias (18268738),Brian Goodwin (18268627),Kyle Schwarber (18268437),Joey Gallo (18268556),47300,131.6403983096238
Eduardo Rodriguez (18268409),Zac Gallen (18268400),Mike Zunino (18268573),Shohei Ohtani (18268424),Jace Peterson (18268615),Eric Sogard (18268751),Bo Bichette (18268442),Brian Goodwin (18268627),Joey Gallo (18268556),Kyle Schwarber (18268437),50000,131.63033161929033
Zac Gallen (18268400),Max Scherzer (18268394),Martin Maldonado (18268967),Shohei Ohtani (18268424),Jace Peterson (18268615),Jeimer Candelario (18268597),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),Yordan Alvarez (18268452),49600,131.50592299332754
Kyle Gibson (18268406),Eduardo Rodriguez (18268409),Yan Gomes (18268611),Shohei Ohtani (18268424),Jace Peterson (18268615),Luis Arraez (18268564),Ramon Urias (18268738),Joey Gallo (18268556),Kyle Schwarber (18268437),Brian Goodwin (18268627),47200,131.4824258984512
Taijuan Walker (18268404),Julio Urias (18268397),Mike Zunino (18268573),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),J.P. Crawford (18268629),Michael Brantley (18268540),Brian Goodwin (18268627),Joey Gallo (18268556),50000,131.44829528135378
Kyle Gibson (18268406),Zac Gallen (18268400),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Rafael Devers (18268469),Carlos Correa (18268455),Joey Gallo (18268556),Brian Goodwin (18268627),Alex Verdugo (18268585),49400,131.42013384307268
Lance Lynn (18268395),Jordan Montgomery (18268410),Riley Adams (18268781),Joey Votto (18268527),Jace Peterson (18268615),Rafael Devers (18268469),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),Kyle Schwarber (18268437),47500,131.4066866398021
Max Scherzer (18268394),Julio Urias (18268397),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Jonathan Villar (18268861),Elvis Andrus (18268713),Brian Goodwin (18268627),Mitch Haniger (18268503),Joey Gallo (18268556),49500,131.32565837943204
Julio Urias (18268397),Casey Mize (18268398),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Rafael Devers (18268469),Ramon Urias (18268738),Robbie Grossman (18268631),Joey Gallo (18268556),Brian Goodwin (18268627),48100,131.3159104719149
Max Scherzer (18268394),Eduardo Rodriguez (18268409),Ryan Jeffers (18268550),Shohei Ohtani (18268424),Jace Peterson (18268615),Yoan Moncada (18268474),Ramon Urias (18268738),Brian Goodwin (18268627),Robbie Grossman (18268631),Joey Gallo (18268556),49300,131.30967994455935
Max Scherzer (18268394),Julio Urias (18268397),Mike Zunino (18268573),Alex Kirilloff (18268554),Jace Peterson (18268615),Eric Sogard (18268751),Ramon Urias (18268738),Joey Gallo (18268556),Shohei Ohtani (18268424),Brian Goodwin (18268627),49100,131.3060412512941
Julio Urias (18268397),Max Scherzer (18268394),Riley Adams (18268781),Bobby Bradley (18268530),Jace Peterson (18268615),Harold Castro (18268718),Kevin Newman (18268714),Brian Goodwin (18268627),Joey Gallo (18268556),Shohei Ohtani (18268424),48400,131.30415758323304
Max Scherzer (18268394),Julio Urias (18268397),Jake Rogers (18268695),Josh Bell (18268497),Jace Peterson (18268615),Abraham Toro (18268689),Ramon Urias (18268738),Brian Goodwin (18268627),Shohei Ohtani (18268424),Joey Gallo (18268556),49400,131.2924758730571
Max Scherzer (18268394),Eduardo Rodriguez (18268409),Yan Gomes (18268611),Shohei Ohtani (18268424),Jace Peterson (18268615),Jonathan Villar (18268861),Ramon Urias (18268738),Brian Goodwin (18268627),Joey Gallo (18268556),Christian Yelich (18268447),49400,131.28444252076952
Eduardo Rodriguez (18268409),Julio Urias (18268397),Yasmani Grandal (18268471),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),J.P. Crawford (18268629),Eddie Rosario (18268607),Joey Gallo (18268556),Brian Goodwin (18268627),50000,131.28321585071347
Max Scherzer (18268394),Julio Urias (18268397),Jake Rogers (18268695),Shohei Ohtani (18268424),Jace Peterson (18268615),Ernie Clement (18268810),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),Jake Fraley (18268677),46900,131.2752413595241
Max Scherzer (18268394),Eduardo Rodriguez (18268409),Austin Hedges (18268797),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),Ramon Urias (18268738),Brian Goodwin (18268627),Alex Verdugo (18268585),Joey Gallo (18268556),48200,131.26830131526535
Julio Urias (18268397),Zac Gallen (18268400),Jake Rogers (18268695),Shohei Ohtani (18268424),Josh Rojas (18268641),Jose Ramirez (18268454),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),Jace Peterson (18268615),48500,131.19476627342488
Julio Urias (18268397),Eduardo Rodriguez (18268409),Martin Maldonado (18268967),Shohei Ohtani (18268424),Dylan Moore (18268730),Matt Chapman (18268439),Ramon Urias (18268738),Joey Gallo (18268556),Jace Peterson (18268615),Brian Goodwin (18268627),46300,131.18233095257162
Max Scherzer (18268394),Jordan Montgomery (18268410),Kyle Higashioka (18268587),Shohei Ohtani (18268424),Jace Peterson (18268615),Austin Riley (18268511),Ramon Urias (18268738),Starling Marte (18268521),Brian Goodwin (18268627),Joey Gallo (18268556),49300,131.1806703448084
Jordan Montgomery (18268410),Lance Lynn (18268395),Omar Narvaez (18268486),Shohei Ohtani (18268424),Jace Peterson (18268615),Starlin Castro (18268767),Harold Castro (18268718),Brian Goodwin (18268627),Kyle Schwarber (18268437),Joey Gallo (18268556),49200,131.15604000132618
Jordan Montgomery (18268410),Lance Lynn (18268395),Ryan Jeffers (18268550),Bobby Bradley (18268530),Jace Peterson (18268615),Rafael Devers (18268469),Ramon Urias (18268738),Brian Goodwin (18268627),Joey Gallo (18268556),Kyle Schwarber (18268437),49100,131.13722671651794
Jordan Montgomery (18268410),Julio Urias (18268397),Omar Narvaez (18268486),Shohei Ohtani (18268424),Jace Peterson (18268615),Luis Urias (18268450),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),Alex Kirilloff (18268554),49700,131.06397080154758
Zac Gallen (18268400),Max Scherzer (18268394),Austin Hedges (18268797),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),Robbie Grossman (18268631),49200,131.06209138287642
Alex Wood (18268401),Julio Urias (18268397),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Rafael Devers (18268469),Ramon Urias (18268738),Akil Baddoo (18268657),Brian Goodwin (18268627),Joey Gallo (18268556),47500,131.00892911632363
Julio Urias (18268397),Sonny Gray (18268408),Jake Rogers (18268695),Jonathan Schoop (18268445),Jace Peterson (18268615),Eduardo Escobar (18268476),Ramon Urias (18268738),Brian Goodwin (18268627),Shohei Ohtani (18268424),Joey Gallo (18268556),49100,131.00548769092387
Eduardo Rodriguez (18268409),Zac Gallen (18268400),Austin Hedges (18268797),Shohei Ohtani (18268424),Ozzie Albies (18268433),Harold Castro (18268718),Carlos Correa (18268455),Brian Goodwin (18268627),Joey Gallo (18268556),Jace Peterson (18268615),48600,130.9767570214716
Kyle Gibson (18268406),Max Scherzer (18268394),Jake Rogers (18268695),Shohei Ohtani (18268424),Jace Peterson (18268615),Yoan Moncada (18268474),Ramon Urias (18268738),Joey Gallo (18268556),Adolis Garcia (18268532),Brian Goodwin (18268627),49500,130.92728576898287
Zac Gallen (18268400),Eduardo Rodriguez (18268409),Austin Hedges (18268797),Shohei Ohtani (18268424),Jace Peterson (18268615),Luis Urias (18268450),Harold Castro (18268718),Kyle Schwarber (18268437),Brian Goodwin (18268627),Joey Gallo (18268556),48600,130.90799465986788
Max Scherzer (18268394),Eduardo Rodriguez (18268409),Yadier Molina (18268508),Shohei Ohtani (18268424),Jace Peterson (18268615),Eduardo Escobar (18268476),Ramon Urias (18268738),Josh Rojas (18268641),Brian Goodwin (18268627),Joey Gallo (18268556),49700,130.89973813425988
Julio Urias (18268397),Max Scherzer (18268394),Pedro Severino (18268720),Shohei Ohtani (18268424),Jace Peterson (18268615),Abraham Toro (18268689),Ramon Urias (18268738),Brian Goodwin (18268627),Austin Hays (18268664),Joey Gallo (18268556),47800,130.8288974563736
JT Brubaker (18268412),Max Scherzer (18268394),Kyle Higashioka (18268587),Shohei Ohtani (18268424),Jace Peterson (18268615),Harold Castro (18268718),Ramon Urias (18268738),Brian Goodwin (18268627),Kyle Schwarber (18268437),Joey Gallo (18268556),48700,130.79191887264236
Max Scherzer (18268394),Julio Urias (18268397),Ryan Jeffers (18268550),Shohei Ohtani (18268424),Jace Peterson (18268615),Harold Castro (18268718),Ramon Urias (18268738),Joey Gallo (18268556),Josh Reddick (18268793),Brian Goodwin (18268627),48000,130.75468867861156
Eduardo Rodriguez (18268409),Julio Urias (18268397),Omar Narvaez (18268486),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),Ramon Urias (18268738),Brian Goodwin (18268627),Joey Gallo (18268556),Harold Ramirez (18268724),48500,130.73746972223137
Max Scherzer (18268394),Eduardo Rodriguez (18268409),James McCann (18268569),Shohei Ohtani (18268424),Jace Peterson (18268615),Austin Riley (18268511),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),Eddie Rosario (18268607),48800,130.71763807716061
Max Scherzer (18268394),Eduardo Rodriguez (18268409),Yan Gomes (18268611),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),Ramon Urias (18268738),Brett Gardner (18268608),Joey Gallo (18268556),Brian Goodwin (18268627),49200,130.70263139436548
Kyle Gibson (18268406),Julio Urias (18268397),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Harold Castro (18268718),Carlos Correa (18268455),Joey Gallo (18268556),Alex Verdugo (18268585),Brian Goodwin (18268627),47600,130.6833543498013
Zac Gallen (18268400),Max Scherzer (18268394),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Harold Castro (18268718),Miguel Rojas (18268649),Robbie Grossman (18268631),Brian Goodwin (18268627),Joey Gallo (18268556),47500,130.67311800960562
Alek Manoah (18268405),Max Scherzer (18268394),Eric Haase (18268578),Shohei Ohtani (18268424),Jace Peterson (18268615),Eduardo Escobar (18268476),Ramon Urias (18268738),Joey Gallo (18268556),Manuel Margot (18268636),Brian Goodwin (18268627),49500,130.66477820419487
Max Scherzer (18268394),Eduardo Rodriguez (18268409),Jake Rogers (18268695),Shohei Ohtani (18268424),Jace Peterson (18268615),Luis Urias (18268450),Javier Baez (18268515),Brian Goodwin (18268627),Joey Gallo (18268556),Taylor Ward (18268681),50000,130.6330878974503
Zac Gallen (18268400),Max Scherzer (18268394),Austin Hedges (18268797),Shohei Ohtani (18268424),Jace Peterson (18268615),Starlin Castro (18268767),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),J.D. Martinez (18268465),48200,130.63218430612793
Max Scherzer (18268394),Lance Lynn (18268395),Yermin Mercedes (18268588),Miguel Cabrera (18268710),Jace Peterson (18268615),Jonathan Villar (18268861),Ramon Urias (18268738),Brian Goodwin (18268627),Joey Gallo (18268556),Shohei Ohtani (18268424),49500,130.61794027074598
Zac Gallen (18268400),Max Scherzer (18268394),Jake Rogers (18268695),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),Bradley Zimmer (18268817),48600,130.59394136322337
Taijuan Walker (18268404),Zac Gallen (18268400),William Contreras (18268613),Shohei Ohtani (18268424),Jace Peterson (18268615),Harold Castro (18268718),Brendan Rodgers (18268484),Joey Gallo (18268556),Kyle Schwarber (18268437),Brian Goodwin (18268627),49900,130.5780743850893
Max Scherzer (18268394),Julio Urias (18268397),Riley Adams (18268781),Jared Walsh (18268468),Jace Peterson (18268615),Harold Castro (18268718),Carlos Correa (18268455),Joey Gallo (18268556),Randy Arozarena (18268520),Brian Goodwin (18268627),50000,130.56221867322353
Eduardo Rodriguez (18268409),Max Scherzer (18268394),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Harold Castro (18268718),Amed Rosario (18268606),Brian Goodwin (18268627),Joey Gallo (18268556),Alex Verdugo (18268585),46800,130.49639938653252
Eduardo Rodriguez (18268409),Max Scherzer (18268394),Yasmani Grandal (18268471),Miguel Cabrera (18268710),Jace Peterson (18268615),Rafael Devers (18268469),Elvis Andrus (18268713),Kyle Schwarber (18268437),Brian Goodwin (18268627),Joey Gallo (18268556),49700,130.46164137757773
Jordan Montgomery (18268410),Zac Gallen (18268400),Austin Hedges (18268797),Shohei Ohtani (18268424),Jace Peterson (18268615),Jeimer Candelario (18268597),Carlos Correa (18268455),Brian Goodwin (18268627),Joey Gallo (18268556),Kyle Schwarber (18268437),49200,130.43255231342138
Julio Urias (18268397),Jordan Montgomery (18268410),Riley Adams (18268781),Shohei Ohtani (18268424),Brendan Rodgers (18268484),Jonathan Villar (18268861),Willy Adames (18268490),Jace Peterson (18268615),Joey Gallo (18268556),Brian Goodwin (18268627),48500,130.41941722952157
Zac Gallen (18268400),Eduardo Rodriguez (18268409),Mike Zunino (18268573),Shohei Ohtani (18268424),Jace Peterson (18268615),Ke'Bryan Hayes (18268500),Kyle Farmer (18268680),Brian Goodwin (18268627),Kyle Schwarber (18268437),Joey Gallo (18268556),49600,130.41567741256748
Lance Lynn (18268395),Julio Urias (18268397),Daulton Varsho (18268778),Shohei Ohtani (18268424),Jace Peterson (18268615),Rafael Devers (18268469),Ramon Urias (18268738),Taylor Ward (18268681),Brian Goodwin (18268627),Joey Gallo (18268556),48500,130.38337052338582
Max Scherzer (18268394),Zac Gallen (18268400),Austin Hedges (18268797),Shohei Ohtani (18268424),Jace Peterson (18268615),Ryan McMahon (18268466),Ramon Urias (18268738),Joey Gallo (18268556),Brian Goodwin (18268627),Michael Brantley (18268540),49800,130.3802963217575
Julio Urias (18268397),Max Scherzer (18268394),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Harold Castro (18268718),Luis Garcia (18268899),Joey Gallo (18268556),Robbie Grossman (18268631),Brian Goodwin (18268627),47500,130.3095400314039
Max Scherzer (18268394),Jordan Montgomery (18268410),Austin Hedges (18268797),Shohei Ohtani (18268424),Jace Peterson (18268615),Maikel Franco (18268580),Ramon Urias (18268738),Brian Goodwin (18268627),J.D. Martinez (18268465),Joey Gallo (18268556),47900,130.29738807638498
Eduardo Rodriguez (18268409),Jordan Montgomery (18268410),Eric Haase (18268578),Shohei Ohtani (18268424),Jace Peterson (18268615),Rafael Devers (18268469),Trea Turner (18268426),Brian Goodwin (18268627),Austin Hays (18268664),Joey Gallo (18268556),48900,130.29656789372314
Julio Urias (18268397),Zac Gallen (18268400),Mike Zunino (18268573),Shohei Ohtani (18268424),Jace Peterson (18268615),Starlin Castro (18268767),Harold Castro (18268718),Joey Gallo (18268556),J.D. Martinez (18268465),Brian Goodwin (18268627),48500,130.27978036610543
Taijuan Walker (18268404),Eduardo Rodriguez (18268409),Mike Zunino (18268573),Shohei Ohtani (18268424),Jace Peterson (18268615),Matt Chapman (18268439),Ramon Urias (18268738),Adam Duvall (18268568),Joey Gallo (18268556),Brian Goodwin (18268627),47600,130.26684482642452
Taijuan Walker (18268404),Julio Urias (18268397),Yan Gomes (18268611),Shohei Ohtani (18268424),Jace Peterson (18268615),Jose Ramirez (18268454),J.P. Crawford (18268629),Brian Goodwin (18268627),Michael Brantley (18268540),Joey Gallo (18268556),49700,130.25416901685043
Max Scherzer (18268394),Jordan Montgomery (18268410),Jake Rogers (18268695),Patrick Wisdom (18268536),Jace Peterson (18268615),Rafael Devers (18268469),J.P. Crawford (18268629),Joey Gallo (18268556),Kyle Schwarber (18268437),Brian Goodwin (18268627),49300,130.22713406440852
Eduardo Rodriguez (18268409),Lance Lynn (18268395),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Ryan McMahon (18268466),Amed Rosario (18268606),Adolis Garcia (18268532),Brian Goodwin (18268627),Joey Gallo (18268556),48700,130.2060908673421
Max Scherzer (18268394),Sonny Gray (18268408),Mike Zunino (18268573),Keston Hiura (18268602),Jace Peterson (18268615),Jose Ramirez (18268454),Willy Adames (18268490),Cedric Mullins (18268523),Brian Goodwin (18268627),Joey Gallo (18268556),50000,130.18943023834518
Lance Lynn (18268395),Sonny Gray (18268408),Riley Adams (18268781),Shohei Ohtani (18268424),Jace Peterson (18268615),Rafael Devers (18268469),Harold Castro (18268718),Joey Gallo (18268556),Randal Grichuk (18268547),Brian Goodwin (18268627),47900,130.1653229991288
Jordan Montgomery (18268410),Max Scherzer (18268394),Christian Vazquez (18268600),Shohei Ohtani (18268424),Jace Peterson (18268615),Austin Riley (18268511),Ramon Urias (18268738),Brian Goodwin (18268627),Eddie Rosario (18268607),Joey Gallo (18268556),48400,130.1548032979819
Eduardo Rodriguez (18268409),Max Scherzer (18268394),Jake Rogers (18268695),Jonathan Schoop (18268445),Jace Peterson (18268615),Matt Chapman (18268439),Ramon Urias (18268738),Joey Gallo (18268556),Nick Castellanos (18268472),Brian Goodwin (18268627),49900,130.14148722076243
Eduardo Rodriguez (18268409),Zac Gallen (18268400),Eric Haase (18268578),Shohei Ohtani (18268424),Jace Peterson (18268615),Luis Urias (18268450),Brendan Rodgers (18268484),Joey Gallo (18268556),Robbie Grossman (18268631),Brian Goodwin (18268627),49800,130.1235377409295
