,team code, game_date, game_number, mlb id,Name, batting order, confirmed, position,opp_pitch_hand,opp_pitch,bats,k_pct,bb_pct,bb_k,bat_avg,obp,slg,ops,iso,babip,wrc,wraa,woba,wrc_plus,opp_k/9,opp_bb/9,opp_k/bb,opp_hr/9,opp_k_pct,opp_bb_pct,opp_k_bb_pct,opp_avg,opp_whip,opp_babip,opp_lob_pct,opp_fip,opp_xfip,Date,GID,MLB_ID,Starter,Bat order,DK posn,DK pts,DK sal,Team,Oppt,dblhdr,Tm Runs,Opp Runs
18,TB,6/3/2021,1,650490,Yandy Diaz,3,Y,1B,R,Gerrit Cole,R,0.10096154,0.14903846,1.47619048,0.28735632,0.40384615,0.35057471,0.75442086,0.06321839,0.31788079,30.57280965476334,5.490428771367672,0.3457458489216291,125.46366860956728,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,20210603,2763,650490,1.0,3,35,11.0,2800,TAM,@ nyy,,9,2
19,TB,6/3/2021,1,640457,Austin Meadows,4,Y,DH,R,Gerrit Cole,L,0.26640927,0.11969112,0.44927536,0.24336283,0.33590734,0.52212389,0.85803123,0.27876106,0.28965517,41.644209295470816,10.454735606868363,0.3639684892440027,137.67451457000917,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,20210603,2878,640457,1.0,4,7,29.0,5100,TAM,@ nyy,,9,2
20,TB,6/3/2021,1,622534,Manuel Margot,5,Y,RF,R,Gerrit Cole,R,0.17209302,0.06046512,0.35135135,0.26,0.30232558,0.365,0.66732558,0.105,0.30246914,22.127905107576947,-4.002940826575662,0.2922312930572865,88.71544282791203,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,20210603,2677,622534,1.0,5,7,3.0,2600,TAM,@ nyy,,9,2
21,TB,6/3/2021,1,572287,Mike Zunino,7,Y,C,R,Gerrit Cole,R,0.43939394,0.08333333,0.18965517,0.15384615,0.25,0.39316239,0.64316239,0.23931624,0.19607843,12.337242351758594,-3.580250611615067,0.2805328712318883,81.18308484462841,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,20210603,2377,572287,1.0,7,2,6.0,3400,TAM,@ nyy,,9,2
23,TB,6/3/2021,1,595281,Kevin Kiermaier,9,Y,CF,R,Gerrit Cole,L,0.27403846,0.12019231,0.43859649,0.20994475,0.3125,0.33701657,0.64951657,0.12707182,0.2892562,20.664184282716924,-4.820274148884606,0.28756874307845404,85.15762506515671,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,13.03448276,20210603,2473,595281,1.0,9,7,5.0,2200,TAM,@ nyy,,9,2
24,NYY,6/3/2021,1,518934,DJ LeMahieu,1,Y,1B,L,Ryan Yarbrough,R,0.10526316,0.10526316,1.0,0.32673267,0.39473684,0.47524752,0.86998436,0.14851485,0.35227273,19.485106962212328,5.800320478566888,0.3749559157717545,141.43291436838751,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,20210603,4247,518934,1.0,1,45,3.0,4100,NYY,v tam,,2,9
25,NYY,6/3/2021,1,650402,Gleyber Torres,2,Y,SS,L,Ryan Yarbrough,R,0.15909091,0.10227273,0.64285714,0.25641026,0.34090909,0.33333333,0.67424242,0.07692307,0.3015873,9.996523057452826,-0.6210956225474766,0.3050754937258633,93.8911956856554,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,20210603,2690,650402,1.0,2,6,0.0,4200,NYY,v tam,,2,9
26,NYY,6/3/2021,1,592450,Aaron Judge,3,Y,DH,L,Ryan Yarbrough,R,0.24719101,0.12359551,0.5,0.34666667,0.43820225,0.68,1.11820225,0.33333333,0.39130435,21.71640280868216,11.089411439851956,0.4674639614780298,203.98868640868838,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,20210603,2728,592450,1.0,3,7,3.0,5800,NYY,v tam,,2,9
28,NYY,6/3/2021,1,596059,Rougned Odor,5,Y,2B,L,Ryan Yarbrough,L,0.28571429,0.03571429,0.125,0.15384615,0.21428571,0.37179487,0.58608058,0.21794872,0.14285714,5.775145579074441,-4.47438525041479,0.2538210380645025,57.87292555185451,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,20210603,2486,596059,1.0,5,4,0.0,3300,NYY,v tam,,2,9
29,NYY,6/3/2021,1,640449,Clint Frazier,6,Y,RF,L,Ryan Yarbrough,R,0.29213483,0.08988764,0.30769231,0.21518987,0.30337079,0.36708861,0.6704594,0.15189874,0.28,9.662323044430895,-1.0540188906672736,0.2975815628351789,89.17057252413795,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,20210603,2808,640449,1.0,6,7,0.0,2300,NYY,v tam,,2,9
30,NYY,6/3/2021,1,609280,Miguel Andujar,7,Y,LF,L,Ryan Yarbrough,R,0.2,0.02,0.1,0.24489796,0.26,0.32653061,0.58653061,0.08163265,0.28947368,3.700165580907232,-2.370749365589256,0.255006890296936,59.936073700345716,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,20210603,2801,609280,1.0,7,7,14.0,2500,NYY,v tam,,2,9
31,NYY,6/3/2021,1,543309,Kyle Higashioka,8,Y,C,L,Ryan Yarbrough,R,0.12195122,0.09756098,0.8,0.21621622,0.29268293,0.48648649,0.77916942,0.27027027,0.17241379,5.4862445786826655,0.5629555702440778,0.3351715105335887,113.49498722084448,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,6.77351916,20210603,2754,543309,1.0,8,2,0.0,2700,NYY,v tam,,2,9
32,NYY,6/3/2021,1,458731,Brett Gardner,9,Y,CF,L,Ryan Yarbrough,L,0.29310345,0.08620689999999999,0.29411765,0.15686275,0.24561404,0.15686275,0.40247679,0.0,0.23529412,1.4776650985989122,-5.490256568202064,0.19756974567446792,21.037917804185554,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,8.65384615,20210603,7624,458731,1.0,9,7,19.0,2200,NYY,v tam,,2,9
33,BOS,6/3/2021,1,657077,Alex Verdugo,2,Y,LF,R,Jake Odorizzi,L,0.13818182,0.08727273,0.63157895,0.30204082,0.36727273,0.51836735,0.88564008,0.21632653,0.31658291,47.07382314288686,13.768673975110753,0.3758746538406763,137.2461684408432,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,20210603,2839,657077,1.0,2,7,9.0,3300,BOS,@ hou,,5,1
34,BOS,6/3/2021,1,502110,JD Martinez,3,Y,DH,R,Jake Odorizzi,R,0.2515528,0.10559006,0.41975309,0.27464789,0.35403727,0.50352113,0.8575584,0.22887324,0.33157895,51.89370309101535,12.79593862878275,0.3660434698686004,129.74749941621988,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,20210603,7716,502110,1.0,3,7,12.0,4900,BOS,@ hou,,5,1
35,BOS,6/3/2021,1,593428,Xander Bogaerts,4,Y,SS,R,Jake Odorizzi,R,0.18088737,0.08191126,0.45283019,0.30188679,0.36177474,0.5245283000000001,0.88630304,0.22264151,0.33,50.10690927608492,14.551183515327006,0.3767295055782672,137.39309083414258,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,20210603,6295,593428,1.0,4,6,12.0,5100,BOS,@ hou,,5,1
36,BOS,6/3/2021,1,646240,Rafael Devers,5,Y,3B,R,Jake Odorizzi,L,0.27666667,0.06666667,0.24096386,0.28519856,0.33333333,0.61732852,0.95066185,0.33212996,0.32758621,55.68514402266975,19.28645951357123,0.3935433708457433,149.25666985449817,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,7.81578948,20210603,2813,646240,1.0,5,5,11.0,4600,BOS,@ hou,,5,1
37,BOS,6/3/2021,1,592669,Hunter Renfroe,6,Y,RF,R,Jake Odorizzi,R,0.2642487,0.04663212,0.17647059,0.18232044,0.22279793,0.35359116,0.57638909,0.17127072,0.208,12.75396405535249,-10.534841019637305,0.2477366071908585,54.31434763647808,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,20210603,2747,592669,1.0,6,7,7.0,3500,BOS,@ hou,,5,1
38,BOS,6/3/2021,1,624414,Christian Arroyo,7,Y,2B,R,Jake Odorizzi,R,0.2195122,0.07317073,0.33333333,0.26027397,0.34146341,0.4109589,0.75242231,0.15068493,0.32075472,11.126986473233657,1.2536032864760915,0.33151544376117426,107.64641499900023,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,20210603,2768,624414,1.0,7,4,18.0,2400,BOS,@ hou,,5,1
39,BOS,6/3/2021,1,608700,Kevin Plawecki,8,Y,C,R,Jake Odorizzi,R,0.21111111,0.07777778,0.36842105,0.3,0.37078652,0.4,0.77078652,0.1,0.39344262,12.929593453380528,1.9090219607681624,0.3415462810002016,113.24070049612128,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,20210603,2558,608700,1.0,8,2,2.0,2900,BOS,@ hou,,5,1
40,BOS,6/3/2021,1,666915,Bobby Dalbec,9,Y,1B,R,Jake Odorizzi,R,0.3836478,0.10062893,0.26229508,0.17857143,0.27672956,0.35,0.62672956,0.17142857,0.26027397,14.864500939516985,-4.2456882524800665,0.2786561929204929,72.12673992333595,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,9.34615385,20210603,3346,666915,1.0,9,3,0.0,2600,BOS,@ hou,,5,1
41,HOU,6/3/2021,1,514888,Jose Altuve,1,Y,2B,L,Martin Perez,R,0.17164179,0.08955224,0.52173913,0.28099174,0.34328358,0.3553719,0.69865548,0.07438016,0.32989691,15.449706440565144,-0.6562979763774512,0.3089566517593269,100.53161367066744,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,20210603,4252,514888,1.0,1,4,0.0,5100,HOU,v bos,,1,5
42,HOU,6/3/2021,1,649557,Aledmys Diaz,2,Y,SS,L,Martin Perez,R,0.14814815,0.03703704,0.25,0.21568627,0.25925926,0.29411765,0.55337691,0.07843138,0.25581395,3.482137444228077,-2.9926055792866704,0.24646675917837355,58.145902178574325,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,20210603,2466,649557,1.0,2,37,10.0,3000,HOU,v bos,,1,5
43,HOU,6/3/2021,1,608324,Alex Bregman,3,Y,3B,L,Martin Perez,R,0.11971831,0.14084507,1.17647059,0.33884298,0.42957746,0.56198347,0.99156093,0.22314049,0.35353535,29.00286178200201,11.946240304994145,0.4167423524718354,173.71414693596523,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,20210603,2720,608324,1.0,3,5,0.0,5000,HOU,v bos,,1,5
44,HOU,6/3/2021,1,670541,Yordan Alvarez,4,Y,DH,L,Martin Perez,L,0.24444444,0.03333333,0.13636364,0.31325301,0.34444444,0.53012048,0.87456492,0.21686747,0.37288136,14.989050050533614,4.450971615768278,0.37105874750349255,143.8135358595408,7.04347826,7.04347826,7.04347826,7.04347826,7.04347826,7.04347826,7.04347826,7.04347826,7.04347826,7.04347826,7.04347826,7.04347826,7.04347826,20210603,2997,670541,1.0,4,7,0.0,4000,HOU,v bos,,1,5
48,HOU,6/3/2021,1,664702,Myles Straw,8,Y,CF,L,Martin Perez,R,0.19,0.07,0.36842105,0.1827957,0.24,0.19354839,0.43354839,0.01075269,0.22972973,2.749602212148936,-9.177786321800916,0.2025035691261292,28.32653497526468,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,7.39726027,20210603,2937,664702,1.0,8,7,0.0,2300,HOU,v bos,,1,5
50,TEX,6/3/2021,1,643396,Isiah Kiner-Falefa,1,Y,SS,R,Jon Gray,R,0.15335463,0.05111821,0.33333333,0.28082192,0.32692308,0.39726027,0.72418335,0.11643835,0.32217573,38.33272386225338,0.3915203947054904,0.3175561294341699,101.89764138230592,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,20210603,2863,643396,1.0,1,6,3.0,4400,TEX,@ col,,6,11
51,TEX,6/3/2021,1,669256,Nick Solak,2,Y,2B,R,Jon Gray,R,0.22570533,0.0815047,0.36111111,0.23404255,0.31347962,0.36879433,0.68227395,0.13475178,0.28640777,35.2752230698389,-3.3566055511909485,0.30226803162254884,91.6438249275774,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,20210603,3264,669256,1.0,2,4,2.0,4200,TEX,@ col,,6,11
52,TEX,6/3/2021,1,666969,Adolis Garcia,3,Y,CF,R,Jon Gray,R,0.31192661,0.08256881,0.26470588,0.28282828,0.34862385,0.60606061,0.95468446,0.32323233,0.33928571,21.045502121764105,8.31895485820142,0.4050434144265061,162.77792798233037,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,20210603,2910,666969,1.0,3,7,5.0,4800,TEX,@ col,,6,11
53,TEX,6/3/2021,1,608336,Joey Gallo,4,Y,RF,R,Jon Gray,L,0.30882353,0.16911765,0.54761905,0.19282511,0.33823529,0.34977578,0.68801107,0.15695067,0.26153846,31.65834199486805,-1.3685075208680486,0.3089474831815103,96.12937058487421,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,20210603,2574,608336,1.0,4,7,8.0,4100,TEX,@ col,,6,11
54,TEX,6/3/2021,1,501981,Khris Davis,5,Y,LF,R,Jon Gray,R,0.32941176,0.10588235,0.32142857,0.12162162,0.22352941,0.24324324,0.46677265,0.12162162,0.15555556,3.2533765905668037,-7.175293003661465,0.21426841791938334,34.13097186915451,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,20210603,7769,501981,1.0,5,7,18.0,2700,TEX,@ col,,6,11
55,TEX,6/3/2021,1,518586,Charlie Culberson,6,Y,1B,R,Jon Gray,R,0.35820896,0.05970149,0.16666667,0.16129032,0.21212121,0.24193548,0.45405669,0.08064516,0.24324324,2.218665596885998,-5.619895252542179,0.2047944628831112,27.353036875615906,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,20210603,4265,518586,1.0,6,5,0.0,3100,TEX,@ col,,6,11
56,TEX,6/3/2021,1,571788,Brock Holt,7,Y,3B,R,Jon Gray,L,0.19078947,0.13157895,0.68965517,0.2248062,0.33552632,0.29457364,0.63009996,0.06976744,0.28,15.268627635068247,-3.275589564018896,0.2916668578982353,82.1459243081284,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,20210603,6286,571788,1.0,7,5,8.0,2500,TEX,@ col,,6,11
57,TEX,6/3/2021,1,624431,Jose Trevino,8,Y,C,R,Jon Gray,R,0.23529412,0.03676471,0.15625,0.25396825,0.27407407,0.34920635,0.62328042,0.0952381,0.3125,11.310214816669724,-4.975365997215006,0.2681996937151309,69.20823965639117,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,7.92857143,20210603,2895,624431,1.0,8,2,16.0,3100,TEX,@ col,,6,11
58,COL,6/3/2021,1,606132,Raimel Tapia,1,Y,LF,R,Mike Foltynewicz,L,0.15540541,0.08783784,0.56521739,0.29007634,0.35153584,0.39694656,0.7484824000000001,0.10687022,0.3271028,38.787595516045535,2.9625051598743948,0.3269364166095904,91.23253115345915,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,20210603,2648,606132,1.0,1,7,19.0,4700,COL,v tex,,11,6
59,COL,6/3/2021,1,602074,Yonathan Daza,2,Y,CF,R,Mike Foltynewicz,R,0.21518987,0.03797468,0.17647059,0.27027027,0.29487179,0.35135135,0.64622314,0.08108108,0.33333333,7.543214317267524,-1.6676617824977764,0.2829616971504994,64.72320185942371,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,20210603,2960,602074,1.0,2,7,5.0,3200,COL,v tex,,11,6
60,COL,6/3/2021,1,453568,Charlie Blackmon,3,Y,RF,R,Mike Foltynewicz,L,0.16666667,0.09574468,0.57446809,0.24489796,0.32978723,0.38367347,0.7134607,0.13877551,0.27551020000000004,32.44804629184948,-1.8608926435495707,0.3074039345613886,78.06017421835203,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,20210603,7711,453568,1.0,3,7,30.0,5300,COL,v tex,,11,6
61,COL,6/3/2021,1,658069,Josh Fuentes,4,Y,3B,R,Mike Foltynewicz,R,0.21301775,0.01183432,0.05555556,0.26060606,0.27218935,0.36363636,0.63582571,0.1030303,0.31496063,15.188523312504776,-5.132274846140857,0.2754311716768163,57.889552299234964,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,20210603,2958,658069,1.0,4,5,8.0,4200,COL,v tex,,11,6
62,COL,6/3/2021,1,571431,Matt Adams,5,Y,1B,R,Mike Foltynewicz,L,0.32835821,0.04477612,0.13636364,0.140625,0.17910448,0.21875,0.39785448,0.078125,0.19512195,0.4763110437885461,-7.764327353845482,0.17676797553674498,0.4287044237723706,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,20210603,3223,571431,1.0,5,3,9.0,2300,COL,v tex,,11,6
63,COL,6/3/2021,1,641658,Garrett Hampson,6,Y,SS,R,Mike Foltynewicz,R,0.30327869,0.07786885,0.25675676,0.21818182,0.2768595,0.36818182,0.64504132,0.15,0.29861111,22.32828302910069,-7.121225190856662,0.2777404661495161,59.071612714688044,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,20210603,2903,641658,1.0,6,7,22.0,5900,COL,v tex,,11,6
65,COL,6/3/2021,1,553869,Elias Diaz,8,Y,C,R,Mike Foltynewicz,R,0.22826087,0.07608696,0.33333333,0.19047619,0.25,0.26190476,0.51190476,0.07142857,0.23809524,4.8589645160673935,-6.269702920472734,0.2303992172946101,27.877601272300684,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,6.96774194,20210603,2612,553869,1.0,8,2,11.0,3000,COL,v tex,,11,6
66,MIA,6/3/2021,1,516782,Starling Marte,2,N,,L,Tyler Anderson,R,0.09782609,0.07608696,0.77777778,0.31707317,0.39130435,0.42682927,0.81813362,0.1097561,0.34722222,14.417820828430447,3.083647089473996,0.3589156898823413,128.31683576618684,7.78651685,7.78651685,7.78651685,7.78651685,7.78651685,7.78651685,7.78651685,7.78651685,7.78651685,7.78651685,7.78651685,7.78651685,7.78651685,20210603,7736,516782,1.0,2,7,7.0,5300,MIA,@ pit,,3,5
